Tissue	Switch	Symbol	Group	NumPatients
kich	uc003cyg.2-uc011bdk.1	RBM5	No driver	2
kich	uc001tmf.1-uc001tmh.1	MTERFD3	No driver	2
kich	uc003lao.1-uc003lan.1	H2AFY	No driver	2
kich	uc010zwq.1-uc002xmw.2	PABPC1L	No driver	2
kich	uc010rgy.1-uc010rgz.1	C11orf49	No driver	2
kich	uc001aed.2-uc010nyi.1	PUSL1	No driver	2
kich	uc004asl.1-uc004ask.1	IPPK	No driver	2
kich	uc001vtm.1-uc010tka.1	LAMP1	No driver	2
kich	uc010wfd.1-uc010cwu.1	RAPGEFL1	No driver	2
kich	uc003cjf.2-uc011ayy.1	TTC21A	No driver	2
kich	uc001qdh.2-uc010sbm.1	SRPR	No driver	2
kich	uc003clz.2-uc003cly.3	CCDC13	No driver	2
kich	uc002qqk.2-uc002qqo.2	ZNF814	No driver	2
kich	uc002zel.2-uc002zem.2	PFKL	No driver	2
kich	uc002olu.1-uc002olt.1	TIMM50	No driver	2
kich	uc011abr.1-uc010gkt.2	TCEA2	No driver	2
kich	uc001xtu.1-uc010tvj.1	VIPAR	No driver	2
kich	uc001aof.2-uc010nzu.1	DNAJC11	No driver	2
kich	uc001zod.2-uc001zoc.2	RPAP1	No driver	2
kich	uc010idh.2-uc003gju.3	TBC1D14	No driver	2
kich	uc003bav.2-uc003bat.2	NHP2L1	No driver	2
kich	uc001qny.1-uc010sfc.1	LTBR	No driver	2
kich	uc002tmf.1-uc010yyr.1	PTPN4	No driver	2
kich	uc003fms.2-uc003fmu.2	DVL3	No driver	2
kich	uc003juf.2-uc003jug.2	NLN	No driver	2
kich	uc002ghv.2-uc002ghu.2	CD68	No driver	2
kich	uc002heu.2-uc010wbm.1	CCDC55	No driver	2
kich	uc002iuz.1-uc010wnm.1	MSI2	No driver	2
kich	uc002rxp.2-uc010fbt.1	PSME4	No driver	2
kich	uc003nac.2-uc011diq.1	HIVEP1	No driver	2
kich	uc003wgh.2-uc010lpl.1	SSPO	No driver	2
kich	uc001bes.2-uc001ber.2	NBPF3	No driver	2
kich	uc003wmm.2-uc003wmn.1	C7orf13	No driver	2
kich	uc002ixy.2-uc002ixz.2	RPS6KB1	Interaction with driver	2
kich	uc003tdn.1-uc003tdt.2	BBS9	No driver	2
kich	uc002tyv.1-uc010zce.1	KCNJ3	No driver	2
kich	uc001bpe.1-uc001bpd.1	RPA2	No driver	2
kich	uc004dik.3-uc004dil.3	ELK1	No driver	2
kich	uc001wpy.2-uc001wqb.2	NOVA1	No driver	2
kich	uc003dip.1-uc003diq.2	ASB14	No driver	2
kich	uc001pss.1-uc001pst.1	CD3D	No driver	2
kich	uc002uiq.2-uc010zen.1	SCRN3	No driver	2
kich	uc002hde.3-uc010wba.1	DHRS13	No driver	2
kich	uc001xtz.2-uc001xua.2	ISM2	No driver	2
kich	uc002uxj.1-uc010ftb.1	CASP10	Interaction with driver	2
kich	uc001llp.2-uc001llq.2	INPP5A	No driver	2
kich	uc001ccf.1-uc001ccg.1	INPP5B	No driver	2
kich	uc001laq.2-uc010qsb.1	CASP7	No driver	2
kich	uc002ibm.3-uc010wha.1	CNTD1	No driver	2
kich	uc002rix.1-uc002riy.1	PREB	No driver	2
kich	uc002pki.2-uc002pkh.2	RASIP1	No driver	2
kich	uc002veu.2-uc010zjm.1	BARD1	No driver	2
kich	uc010enz.2-uc002psr.3	ASPDH	No driver	2
kich	uc010oup.1-uc001dur.2	LOC648740	No driver	2
kich	uc001uhc.2-uc009zyh.2	AACS	No driver	2
kich	uc001ylw.1-uc010txx.1	TECPR2	No driver	2
kich	uc002jyt.1-uc002jyu.1	RPTOR	No driver	2
kich	uc002azb.1-uc002aza.1	SCAMP2	No driver	2
kich	uc003hjx.2-uc003hjv.2	FAM47E	No driver	2
kich	uc001cbb.3-uc001cbc.1	ZC3H12A	No driver	2
kich	uc002fue.1-uc002fui.1	SRR	No driver	2
kich	uc010nbh.2-uc004cgw.2	NACC2	No driver	2
kich	uc001mdi.2-uc010raj.1	TRIM3	No driver	2
kich	uc001log.2-uc001loh.2	RIC8A	No driver	2
kich	uc002fcb.2-uc010vmp.1	DHX38	No driver	2
kich	uc011aji.1-uc002zyy.3	DDTL	No driver	2
kich	uc002ask.2-uc010bik.1	TLE3	No driver	2
kich	uc003frd.2-uc003frc.2	ST6GAL1	No driver	2
kich	uc003xdh.1-uc010lty.1	LOXL2	No driver	2
kich	uc001fpv.2-uc001fpu.2	C1orf66	No driver	2
kich	uc001cjs.2-uc001cju.2	PTPRF	No driver	2
kich	uc002aqu.2-uc002aqw.2	MAP2K5	No driver	2
kich	uc003xoz.1-uc011lcs.1	POLB	No driver	2
kich	uc002tur.2-uc002tut.2	UBXN4	No driver	2
kich	uc002xgh.1-uc010gft.1	SAMHD1	No driver	2
kich	uc010rye.1-uc001pti.2	TMEM25	No driver	2
kich	uc002grs.1-uc002grp.1	SREBF1	Interaction with driver	2
kich	uc001grf.3-uc010pon.1	C1orf25	No driver	2
kich	uc002wnz.2-uc010zrh.1	BTBD3	No driver	2
kich	uc001kea.2-uc010qmn.1	MMRN2	No driver	2
kich	uc011mfc.1-uc004coe.2	EHMT1	No driver	2
kich	uc003kcb.2-uc011csg.1	PTCD2	No driver	2
kich	uc004crr.2-uc004crp.2	NLGN4X	No driver	2
kich	uc003jdu.2-uc003jds.2	NSUN2	No driver	2
kich	uc002spd.2-uc010fgf.2	RETSAT	No driver	2
kich	uc003jpk.2-uc010ivt.2	ESM1	No driver	2
kich	uc002vts.2-uc010zmm.1	NGEF	No driver	2
kich	uc001uat.2-uc001uau.2	KDM2B	No driver	2
kich	uc001hif.2-uc009xcz.2	RCOR3	No driver	2
kich	uc002azk.1-uc010uly.1	SCAMP5	No driver	2
kich	uc002uuh.1-uc010fsl.1	COQ10B	No driver	2
kich	uc003zvn.2-uc010mkf.2	CCL19	No driver	2
kich	uc001eoc.1-uc001eod.1	PIAS3	No driver	2
kich	uc001xnm.2-uc001xnl.2	ZFYVE1	No driver	2
kich	uc003vvo.2-uc003vvn.2	SLC37A3	No driver	2
kich	uc002apr.2-uc010ujn.1	TIPIN	No driver	2
kich	uc011khu.1-uc003uma.2	C7orf64	No driver	2
kich	uc002lcs.2-uc002lct.2	HDHD2	No driver	2
kich	uc001arn.2-uc009vmv.2	PEX14	No driver	2
kich	uc003udy.2-uc003uea.2	POR	No driver	2
kich	uc003bbl.2-uc010gyp.1	TNFRSF13C	No driver	2
kich	uc003pmb.2-uc003pme.2	RARS2	No driver	2
kich	uc003jvc.2-uc003jvb.2	PIK3R1	No driver	2
kich	uc003onk.2-uc011dtw.1	PIM1	Interaction between drivers	2
kich	uc003tun.2-uc011kdt.1	GUSB	No driver	2
kich	uc001pdn.2-uc001pdm.2	SLC36A4	No driver	2
kich	uc001isv.2-uc010qdf.1	PDSS1	No driver	2
kich	uc003vux.2-uc011kqs.1	LUC7L2	No driver	2
kich	uc004evg.2-uc004evi.2	AIFM1	No driver	2
kich	uc002ydb.1-uc002yde.1	SLCO4A1	No driver	2
kich	uc010vjd.1-uc010vjc.1	NOL3	No driver	2
kich	uc002myz.1-uc010xnr.1	DNAJB1	No driver	2
kich	uc002ueg.2-uc002uej.2	NOSTRIN	No driver	2
kich	uc003pko.3-uc010kbr.2	NT5E	No driver	2
kich	uc002lvy.2-uc010dtc.1	LMNB2	No driver	2
kich	uc001fed.1-uc009wor.2	TPM3	Interaction between drivers	2
kich	uc003bga.3-uc011aqr.1	FAM118A	No driver	2
kich	uc001ugs.3-uc001ugr.2	UBC	Interaction with driver	2
kich	uc003mcv.2-uc003mcw.3	C5orf47	No driver	2
kich	uc003qpj.3-uc003qpi.3	MTRF1L	No driver	2
kich	uc001hsl.3-uc010pvw.1	C1orf69	No driver	2
kich	uc009ypv.2-uc001oau.2	RASGRP2	No driver	2
kich	uc002boq.3-uc002bos.3	AP3S2	No driver	2
kich	uc003jhe.1-uc003jhd.1	CDH6	No driver	2
kich	uc001lol.2-uc001lop.2	PSMD13	No driver	2
kich	uc003kod.3-uc003kof.2	PPIP5K2	No driver	2
kich	uc001edk.2-uc009wgo.2	MAGI3	No driver	2
kich	uc001job.2-uc001joa.2	RUFY2	No driver	2
kich	uc002nlq.2-uc002nlr.3	LOC729991	No driver	2
kich	uc001bkm.2-uc001bkn.2	MAN1C1	No driver	2
kich	uc009vpo.2-uc001bcz.2	PLA2G2D	No driver	2
kich	uc003yll.2-uc011lhr.1	SLC25A32	No driver	2
kich	uc002xbg.2-uc010zuo.1	GSS	No driver	2
kich	uc003vbe.2-uc011klj.1	NAPEPLD	No driver	2
kich	uc001ijj.1-uc010qax.1	PRKCQ	No driver	2
kich	uc001mdl.2-uc010ral.1	ARFIP2	No driver	2
kich	uc002wah.1-uc002waj.1	SNED1	No driver	2
kich	uc001qta.3-uc001qsz.3	CD163	No driver	2
kich	uc003ied.2-uc010inq.1	BBS7	No driver	2
kich	uc003hrg.2-uc003hrf.2	ABCG2	No driver	2
kich	uc002vbq.2-uc010ziv.1	ADAM23	No driver	2
kich	uc002mmp.2-uc002mmo.2	OLFM2	No driver	2
kich	uc002egk.2-uc010vgp.1	SNX20	No driver	2
kich	uc001toa.1-uc001tnz.1	UNG	No driver	2
kich	uc004ase.1-uc010mqy.1	ASPN	No driver	2
kich	uc001vxe.2-uc010ahk.2	TEP1	No driver	2
kich	uc010kuo.1-uc011jzd.1	TRA2A	No driver	2
kich	uc003zjy.2-uc003zkb.2	UHRF2	Interaction with driver	2
kich	uc001uvw.2-uc001uvx.2	SMAD9	No driver	2
kich	uc002cou.2-uc010bsf.2	RAB26	No driver	2
kich	uc002vnn.2-uc002vno.2	AP1S3	No driver	2
kich	uc003uyo.1-uc010lhy.1	EMID2	No driver	2
kich	uc001yof.1-uc010awv.1	PPP1R13B	No driver	2
kich	uc002xnu.2-uc010zws.1	SDC4	No driver	2
kich	uc001zvq.2-uc001zvr.2	PLDN	No driver	2
kich	uc002emc.2-uc002ema.1	GPR56	No driver	2
kich	uc002ied.3-uc002ief.1	DUSP3	No driver	2
kich	uc011mbe.1-uc004bvh.2	ODF2	No driver	2
kich	uc001kyp.1-uc001kyq.1	XPNPEP1	No driver	2
kich	uc002zds.2-uc010gpm.1	RRP1	No driver	2
kich	uc003dqy.2-uc010hon.1	EPHA3	No driver	2
kich	uc002rvo.2-uc002rvr.2	TTC7A	No driver	2
kich	uc002qpz.3-uc010yhf.1	ZNF671	No driver	2
kich	uc002rrf.2-uc002rre.2	DHX57	No driver	2
kich	uc001pjq.2-uc010rvu.1	SLC35F2	No driver	2
kich	uc001kgn.1-uc001kgo.1	PANK1	No driver	2
kich	uc002yeh.2-uc011aaq.1	YTHDF1	No driver	2
kich	uc001hdz.1-uc001hea.1	IKBKE	No driver	2
kich	uc001kfk.2-uc001kfn.2	STAMBPL1	No driver	2
kich	uc002ldi.1-uc010xdf.1	DYM	No driver	2
kich	uc002nav.2-uc010dzy.2	AKAP8	No driver	2
kich	uc002kal.1-uc002kai.1	ACTG1	No driver	2
kich	uc003ilj.3-uc010iph.2	NR3C2	No driver	2
kich	uc003vda.1-uc010ljj.1	RINT1	No driver	2
kich	uc002nez.1-uc010eaj.1	SIN3B	No driver	2
kich	uc003zhl.1-uc003zhn.1	VLDLR	No driver	2
kich	uc003yjh.1-uc003yjg.1	SPAG1	No driver	2
kich	uc003cxh.2-uc003cxi.2	RNF123	No driver	2
kich	uc002qri.2-uc010yht.1	ZSCAN18	No driver	2
kich	uc011czg.1-uc003lfm.2	SLC4A9	No driver	2
kich	uc003uvo.2-uc003uvp.1	PCOLCE	No driver	2
kich	uc001fxi.2-uc001fxj.2	USF1	No driver	2
kich	uc001wup.1-uc010tqb.1	SEC23A	No driver	2
kich	uc003gbi.2-uc003gbj.2	CPLX1	No driver	2
kich	uc002rvk.2-uc002rvl.2	MCFD2	No driver	2
kich	uc001lix.3-uc010quh.1	UROS	No driver	2
kich	uc002atl.3-uc002atj.2	MYO9A	No driver	2
kich	uc002fxv.2-uc002fxt.2	SPNS3	No driver	2
kich	uc002qsw.1-uc002qsx.1	ZNF324	No driver	2
kich	uc001ree.2-uc001reg.1	AEBP2	No driver	2
kich	uc001ntq.1-uc010rlx.1	MTA2	No driver	2
kich	uc001fpl.2-uc001fpm.2	GPATCH4	No driver	2
kich	uc002ekk.1-uc002ekp.1	NLRC5	No driver	2
kich	uc002neh.1-uc010eai.1	C19orf44	No driver	2
kich	uc010fua.2-uc002vam.2	ICOS	No driver	2
kich	uc001usx.2-uc001uta.1	HMGB1	No driver	2
kich	uc002xyw.2-uc002xyy.1	PPP4R1L	No driver	2
kich	uc002mix.1-uc002miw.1	SNAPC2	No driver	2
kich	uc002yju.1-uc010gky.1	SAMSN1	No driver	2
kich	uc001oam.1-uc001oan.1	SLC22A12	No driver	2
kich	uc004cdj.2-uc011mdd.1	SURF4	No driver	2
kich	uc003oku.3-uc010jvx.2	TEAD3	No driver	2
kich	uc002hyj.3-uc010cxt.2	TTC25	No driver	2
kich	uc004arb.2-uc011ltr.1	SYK	Interaction between drivers	2
kich	uc003qtc.2-uc003qtd.2	SLC22A1	No driver	2
kich	uc002cuv.3-uc002cut.3	ZNF75A	No driver	2
kich	uc003yqr.2-uc003yqq.2	FBXO32	No driver	2
kich	uc001waz.2-uc010tlv.1	TOX4	No driver	2
kich	uc001kdy.2-uc001kdz.2	BMPR1A	No driver	2
kich	uc002kcj.1-uc002kck.1	SIRT7	No driver	2
kich	uc001leg.2-uc001lee.2	RGS10	No driver	2
kich	uc003pfs.2-uc010kap.2	SMAP1	No driver	2
kich	uc002dbt.2-uc010bux.2	GSPT1	No driver	2
kich	uc004eng.2-uc004enf.2	TSC22D3	No driver	2
kich	uc001rja.2-uc001riy.2	TMTC1	No driver	2
kich	uc004dhk.3-uc004dhm.2	UBA1	No driver	2
kich	uc003yxz.2-uc011lke.1	TOP1MT	No driver	2
kich	uc011arv.1-uc011aru.1	FAM116B	No driver	2
kich	uc001xqv.2-uc010tuw.1	DLST	No driver	2
kich	uc003uvu.1-uc010lhc.1	TFR2	No driver	2
kich	uc002moc.3-uc010dxe.2	TYK2	No driver	2
kich	uc002uqk.2-uc010frx.2	COL5A2	No driver	2
kirc	uc002kku.3-uc002kkw.3	ENOSF1	No driver	77
kirc	uc002ftl.2-uc010cjw.2	SERPINF1	No driver	177
kirc	uc004dap.2-uc004dao.2	ACOT9	No driver	111
kirc	uc001xzg.2-uc001xzh.2	GPR68	No driver	114
kirc	uc003gbi.2-uc003gbj.2	CPLX1	No driver	106
kirc	uc001ceb.1-uc009vvu.1	OXCT2	No driver	89
kirc	uc002roc.2-uc002rod.2	SPAST	No driver	98
kirc	uc010qxu.1-uc001lyf.2	CHRNA10	No driver	61
kirc	uc003fcu.1-uc003fcv.1	SCHIP1	No driver	93
kirc	uc003xfp.1-uc003xfq.1	PTK2B	No driver	92
kirc	uc001lyv.2-uc009yeg.2	STIM1	No driver	92
kirc	uc010ssn.1-uc001srg.2	MON2	No driver	78
kirc	uc003uoa.2-uc003unz.2	PDK4	No driver	88
kirc	uc001tvc.2-uc001tvb.2	SLC24A6	No driver	72
kirc	uc002fdh.1-uc002fdf.1	WDR59	No driver	47
kirc	uc003bfr.2-uc003bft.2	NUP50	No driver	47
kirc	uc003okx.2-uc011dtf.1	FKBP5	No driver	83
kirc	uc002pix.1-uc010xzo.1	TMEM143	No driver	81
kirc	uc011abs.1-uc011abr.1	TCEA2	No driver	82
kirc	uc001zgz.2-uc001zha.2	SCG5	No driver	77
kirc	uc002ysy.2-uc010gml.2	ITSN1	Interaction with driver	32
kirc	uc003akk.2-uc003aki.2	LIMK2	No driver	75
kirc	uc002eyy.2-uc002eyz.2	FUK	No driver	79
kirc	uc009wgu.2-uc001efh.3	NRAS	No driver	79
kirc	uc003qch.2-uc003qcd.1	EPB41L2	No driver	78
kirc	uc003jlx.2-uc003jlw.2	DAB2	No driver	77
kirc	uc003tvn.2-uc011kef.1	TYW1	No driver	78
kirc	uc001kkz.2-uc010qoh.1	ALDH18A1	No driver	76
kirc	uc001rpg.2-uc010sli.1	SLC38A2	No driver	76
kirc	uc001gyq.3-uc010pqd.1	ADIPOR1	No driver	75
kirc	uc004emy.1-uc004emz.2	RBM41	No driver	75
kirc	uc002kui.3-uc010xat.1	RIOK3	No driver	76
kirc	uc003grg.2-uc003grh.2	SEPSECS	No driver	75
kirc	uc003lgx.2-uc011czu.1	HARS2	No driver	74
kirc	uc003onn.2-uc003onp.2	TBC1D22B	No driver	74
kirc	uc003llt.2-uc003llu.1	KIAA0141	No driver	74
kirc	uc003thi.3-uc003thk.2	CDK13	No driver	72
kirc	uc010ywk.1-uc010ywl.1	RGPD4	No driver	73
kirc	uc002igm.2-uc010czu.2	SLC25A39	No driver	36
kirc	uc003oth.2-uc010jyd.2	PPP2R5D	No driver	65
kirc	uc004aoq.2-uc010mqe.2	ZCCHC6	No driver	66
kirc	uc003vor.2-uc003vos.2	SMO	No driver	71
kirc	uc003gaa.2-uc003gab.2	ZNF141	No driver	71
kirc	uc010tdi.1-uc010tdj.1	ATP8A2	No driver	67
kirc	uc001tkb.1-uc010swg.1	HSP90B1	No driver	69
kirc	uc002wum.2-uc010gdk.1	ENTPD6	No driver	36
kirc	uc003emn.2-uc003ems.2	IFT122	No driver	69
kirc	uc001ria.2-uc001rif.1	PPFIBP1	No driver	65
kirc	uc001iqg.1-uc009xkc.1	PLXDC2	No driver	68
kirc	uc001bum.2-uc010ogz.1	IQCC	No driver	38
kirc	uc003ytj.2-uc010mdt.2	KCNQ3	No driver	62
kirc	uc003etr.2-uc011bmz.1	SLC25A36	No driver	69
kirc	uc004esv.2-uc010nqq.2	CUL4B	No driver	67
kirc	uc011mxe.1-uc004fcw.3	IDS	No driver	35
kirc	uc002tjc.2-uc002tjh.2	PSD4	No driver	38
kirc	uc010lqg.1-uc011kvm.1	GALNT11	No driver	67
kirc	uc002jfc.2-uc010wqh.1	GNA13	No driver	67
kirc	uc001nxk.1-uc010rmr.1	ATL3	No driver	66
kirc	uc002ztm.1-uc002ztk.2	AIFM3	No driver	41
kirc	uc002yki.2-uc002ykj.1	CXADR	No driver	66
kirc	uc002gvy.1-uc010cqp.1	SLC47A1	No driver	38
kirc	uc003knf.2-uc010jbn.2	CHD1	Interaction with driver	64
kirc	uc003vvo.2-uc003vvn.2	SLC37A3	No driver	64
kirc	uc002gkd.2-uc010cns.2	PER1	Driver	64
kirc	uc003sxf.2-uc003sxd.2	OSBPL3	No driver	26
kirc	uc003adk.2-uc011akg.1	PITPNB	No driver	62
kirc	uc001jpf.3-uc009xqb.2	HKDC1	No driver	60
kirc	uc003uyt.2-uc003uyz.2	CUX1	No driver	60
kirc	uc003zhl.1-uc003zhn.1	VLDLR	No driver	32
kirc	uc001eai.1-uc009wfz.1	CEPT1	No driver	62
kirc	uc010jib.2-uc011ddb.1	MFAP3	No driver	61
kirc	uc002ruv.2-uc002ruw.2	EPAS1	Interaction with driver	62
kirc	uc001jnh.3-uc009xpq.2	HERC4	No driver	60
kirc	uc002hhf.1-uc010csx.1	RHBDL3	No driver	50
kirc	uc004arv.2-uc004arw.2	NOL8	No driver	60
kirc	uc002jyt.1-uc002jyu.1	RPTOR	No driver	61
kirc	uc002qqw.2-uc010yhp.1	ZNF606	No driver	50
kirc	uc004dbj.2-uc004dbi.2	PCYT1B	No driver	38
kirc	uc004bxa.2-uc004bxb.2	FAM73B	No driver	59
kirc	uc003vrk.2-uc011kpq.1	EXOC4	No driver	59
kirc	uc001tdz.2-uc009ztb.1	VEZT	No driver	36
kirc	uc002yeh.2-uc011aaq.1	YTHDF1	No driver	60
kirc	uc003zsz.2-uc003zsy.2	NOL6	No driver	59
kirc	uc010fyv.2-uc002vxp.3	SCLY	No driver	59
kirc	uc001mfe.2-uc009yfi.2	SYT9	No driver	59
kirc	uc003mib.1-uc011dgd.1	FAM153A	No driver	30
kirc	uc002zir.1-uc002zio.1	MCM3AP	No driver	57
kirc	uc004axj.2-uc011luy.1	TDRD7	No driver	57
kirc	uc009ytl.2-uc001oth.3	FCHSD2	No driver	58
kirc	uc003wnv.1-uc011kwc.1	NCAPG2	No driver	57
kirc	uc001job.2-uc001joa.2	RUFY2	No driver	57
kirc	uc003jhy.2-uc011cob.1	TARS	No driver	46
kirc	uc003lnx.1-uc011dbq.1	LARS	No driver	43
kirc	uc011kav.1-uc003tey.2	SEPT7	No driver	57
kirc	uc010fiv.2-uc002tau.3	TBC1D8	No driver	56
kirc	uc001mbm.1-uc001mbl.1	TRIM5	No driver	49
kirc	uc003zgn.1-uc010mgx.1	KANK1	No driver	51
kirc	uc002dde.2-uc010uzp.1	RRN3	No driver	56
kirc	uc003tdh.2-uc011kam.1	FKBP9	No driver	56
kirc	uc002rku.2-uc010ezb.2	IFT172	No driver	54
kirc	uc001tar.2-uc001taq.2	CEP290	No driver	56
kirc	uc003goc.1-uc010idw.1	FBXL5	No driver	55
kirc	uc001mkc.2-uc010rcj.1	MICAL2	No driver	28
kirc	uc001nkx.1-uc001nky.1	ZDHHC5	No driver	55
kirc	uc003gak.3-uc010ibf.2	PIGG	No driver	33
kirc	uc001xmt.2-uc001xmw.2	SIPA1L1	No driver	55
kirc	uc002ozm.2-uc002ozn.2	PVR	No driver	47
kirc	uc001iig.2-uc001iii.2	ASB13	No driver	55
kirc	uc001qoo.2-uc010sfd.1	NCAPD2	No driver	55
kirc	uc001ork.1-uc001orj.2	NUMA1	No driver	33
kirc	uc011lbv.1-uc011lbq.1	FGFR1	Interaction between drivers	28
kirc	uc001zwj.3-uc001zwh.3	MYEF2	No driver	50
kirc	uc003kcl.2-uc011csn.1	FCHO2	No driver	52
kirc	uc003jtc.2-uc003jte.2	IPO11	No driver	54
kirc	uc003hrt.2-uc011cdm.1	HERC5	No driver	53
kirc	uc001kmp.2-uc001kmo.2	PIK3AP1	No driver	51
kirc	uc003uae.1-uc003uaf.1	EIF4H	Interaction with driver	49
kirc	uc002zdk.2-uc002zdl.2	RRP1B	No driver	53
kirc	uc002fbm.1-uc010vml.1	KIAA0174	No driver	53
kirc	uc001ouw.2-uc001oux.2	PPME1	No driver	53
kirc	uc002wss.2-uc002wst.1	THBD	No driver	53
kirc	uc002wah.1-uc002waj.1	SNED1	No driver	45
kirc	uc003nej.2-uc003nei.2	TDP2	No driver	53
kirc	uc010rti.1-uc010rte.1	SYTL2	No driver	15
kirc	uc003kns.2-uc003knz.2	PAM	No driver	52
kirc	uc001zoj.3-uc010bcl.2	MAPKBP1	No driver	45
kirc	uc003pir.2-uc003pio.3	PHIP	No driver	45
kirc	uc003bzc.2-uc003bzd.2	FGD5	No driver	51
kirc	uc003swb.2-uc011jyz.1	GPNMB	No driver	48
kirc	uc002rom.2-uc002ron.2	TTC27	No driver	51
kirc	uc002kod.1-uc002kof.2	PPP4R1	No driver	45
kirc	uc011lvc.1-uc004azd.2	TGFBR1	No driver	33
kirc	uc001fvx.2-uc010pjg.1	NCSTN	No driver	50
kirc	uc002rsi.2-uc010ynv.1	EML4	No driver	49
kirc	uc001rrx.2-uc001rru.2	C12orf41	No driver	50
kirc	uc003hwg.2-uc011ces.1	MANBA	No driver	50
kirc	uc003soy.1-uc011jwj.1	RNF216	No driver	46
kirc	uc001mgt.2-uc010rbp.1	ST5	No driver	50
kirc	uc002wze.1-uc002wzj.1	CBFA2T2	Interaction with driver	27
kirc	uc001gbz.1-uc001gca.1	SH2D1B	No driver	46
kirc	uc003ncx.1-uc011dji.1	MBOAT1	No driver	49
kirc	uc002vkw.1-uc002vky.2	DNAJB2	Interaction with driver	49
kirc	uc001nnb.2-uc001nnc.2	GLYAT	No driver	49
kirc	uc003ouk.2-uc003oun.2	CUL9	No driver	45
kirc	uc001snt.2-uc009zpn.1	R3HDM2	No driver	46
kirc	uc003ubr.2-uc010lca.2	WBSCR16	No driver	49
kirc	uc009wot.2-uc001fer.2	UBAP2L	No driver	32
kirc	uc003kdc.3-uc011css.1	ENC1	No driver	48
kirc	uc003vfx.2-uc003vfv.2	DOCK4	No driver	45
kirc	uc002fii.2-uc010vof.1	USP10	No driver	48
kirc	uc003yvu.2-uc011ljp.1	PTK2	Interaction with driver	48
kirc	uc002nei.1-uc010xpg.1	CHERP	No driver	48
kirc	uc002rxg.1-uc002rxf.1	ASB3	No driver	46
kirc	uc001fyr.1-uc001fyo.1	B4GALT3	No driver	21
kirc	uc003xqd.2-uc011ldf.1	KIAA0146	No driver	38
kirc	uc002hsj.2-uc010cvy.2	PGAP3	No driver	47
kirc	uc001zke.3-uc010bbg.2	RASGRP1	No driver	37
kirc	uc002ezm.2-uc002ezl.2	VAC14	No driver	47
kirc	uc001msx.2-uc009yjn.1	DNAJC24	No driver	45
kirc	uc002cmb.2-uc002clz.2	IFT140	No driver	47
kirc	uc011boe.1-uc011bof.1	LOC401093	No driver	41
kirc	uc001ffr.2-uc010pep.1	PBXIP1	No driver	47
kirc	uc001kvy.1-uc009xxe.1	SUFU	No driver	45
kirc	uc001jux.2-uc010qkq.1	SEC24C	No driver	46
kirc	uc001yhq.2-uc001yhp.2	BEGAIN	No driver	33
kirc	uc003kkr.3-uc003kks.2	ANKRD32	No driver	46
kirc	uc010ujs.1-uc010ujt.1	SMAD3	No driver	41
kirc	uc003eqg.1-uc003eqe.1	AMOTL2	No driver	45
kirc	uc002bqg.2-uc002bqi.2	UNC45A	No driver	46
kirc	uc002mwg.1-uc002mwf.2	NFIX	No driver	38
kirc	uc003xmr.2-uc003xms.2	ADAM9	No driver	46
kirc	uc003wxv.2-uc003wxs.2	MTUS1	No driver	43
kirc	uc004cwr.2-uc010neu.2	PIGA	No driver	44
kirc	uc002lwq.2-uc002lwp.1	ZNF556	No driver	35
kirc	uc003gyg.1-uc003gye.1	FRYL	No driver	43
kirc	uc004biy.3-uc004bix.2	DFNB31	No driver	44
kirc	uc001cjk.1-uc001cjl.1	KIAA0467	No driver	44
kirc	uc002xfw.2-uc010zvr.1	NDRG3	No driver	43
kirc	uc001vci.2-uc001vcg.2	RCBTB2	No driver	25
kirc	uc001etp.2-uc001etq.2	VPS45	No driver	45
kirc	uc001vak.2-uc010aci.2	COG3	No driver	43
kirc	uc001xip.2-uc001xis.2	FUT8	No driver	43
kirc	uc004aur.2-uc011luh.1	HIATL1	No driver	43
kirc	uc001isz.2-uc001ita.2	ABI1	No driver	18
kirc	uc004aym.2-uc004ayk.2	CORO2A	No driver	43
kirc	uc002zoq.1-uc011agr.1	DGCR2	No driver	44
kirc	uc011kjr.1-uc003uur.2	ZCWPW1	No driver	34
kirc	uc003lhk.1-uc003lhl.2	PCDHA5	No driver	31
kirc	uc003auf.2-uc003auh.2	EIF3L	No driver	43
kirc	uc002bld.2-uc010upb.1	ZNF592	No driver	43
kirc	uc002bwn.3-uc010bpb.2	ALDH1A3	No driver	43
kirc	uc003cgt.3-uc003cgs.3	LRRFIP2	No driver	43
kirc	uc001rhr.2-uc001rhs.2	STK38L	No driver	29
kirc	uc002ixw.1-uc010wol.1	TUBD1	No driver	29
kirc	uc002qqk.2-uc002qqo.2	ZNF814	No driver	42
kirc	uc002sai.2-uc010fch.2	PAPOLG	No driver	43
kirc	uc003url.1-uc010lgf.1	ZNF498	No driver	42
kirc	uc003eux.3-uc003euy.1	ATR	Driver	43
kirc	uc003sqt.1-uc011jxa.1	ZNF12	No driver	37
kirc	uc001jag.1-uc009xmg.1	ZNF33B	No driver	36
kirc	uc002tvu.2-uc010fnp.2	ZEB2	Interaction with driver	26
kirc	uc003qru.3-uc011efr.1	EZR	Interaction between drivers	39
kirc	uc003mdw.2-uc003mea.2	KIAA1191	No driver	37
kirc	uc001xbx.1-uc001xbw.1	KIAA0831	No driver	43
