Tissue	Switch	Symbol	Group	NumPatients
kich	uc002zdi.2-uc011aey.1	HSF2BP	No driver	11
kich	uc003jkl.3-uc003jkn.2	NIPBL	No driver	11
kich	uc002ipm.2-uc010wmg.1	MYST2	No driver	11
kich	uc001xrx.2-uc001xsa.2	TTLL5	No driver	11
kich	uc002bby.2-uc010bkr.2	SCAPER	No driver	11
kich	uc003fjv.3-uc003fju.3	GNB4	No driver	10
kich	uc010ygn.1-uc010ygo.1	ZNF835	No driver	10
kich	uc003zle.2-uc003zld.2	NFIB	Driver	10
kich	uc001hxo.2-uc009xgc.2	NID1	No driver	10
kich	uc002mtv.3-uc002mtw.3	ZNF709	No driver	9
kich	uc002sih.1-uc010yra.1	CYP26B1	No driver	7
kich	uc010ssn.1-uc001srg.2	MON2	No driver	8
kich	uc004bpc.2-uc010mws.2	GOLGA1	No driver	10
kich	uc003cdh.2-uc011awl.1	RARB	No driver	9
kich	uc001yhq.2-uc001yhp.2	BEGAIN	No driver	8
kich	uc003uih.2-uc011khb.1	DMTF1	No driver	4
kich	uc003eiv.2-uc003eix.2	ZXDC	No driver	10
kich	uc003bsm.2-uc003bsh.2	OGG1	No driver	6
kich	uc003hsu.3-uc003hsv.3	FAM190A	No driver	9
kich	uc001rks.2-uc001rkt.2	C12orf35	No driver	10
kich	uc003fqs.2-uc003fqv.2	EIF4A2	No driver	4
kich	uc003vsw.2-uc003vsx.2	NUP205	No driver	10
kich	uc002gkd.2-uc010cns.2	PER1	Driver	9
kich	uc003eas.2-uc003ear.2	GRAMD1C	No driver	8
kich	uc003eff.3-uc003efg.2	PARP9	No driver	9
kich	uc003ilc.2-uc003ilb.2	PRMT10	No driver	10
kich	uc001bom.2-uc001boi.2	FGR	Interaction with driver	5
kich	uc001rjd.2-uc001rje.1	IPO8	No driver	5
kich	uc009vyx.1-uc010onc.1	FAF1	No driver	10
kich	uc002sex.2-uc002sey.2	ARHGAP25	No driver	8
kich	uc002svu.2-uc002svt.2	SNRNP200	No driver	9
kich	uc002ieb.2-uc002iea.2	MEOX1	Interaction with driver	5
kich	uc003hrw.1-uc011cdo.1	HERC3	No driver	10
kich	uc001ctd.3-uc009vzb.2	NRD1	No driver	10
kich	uc001wxc.2-uc001wwz.2	SDCCAG1	No driver	10
kich	uc004atw.2-uc010mrg.2	FAM120A	No driver	10
kich	uc010hli.2-uc003cyv.2	SEMA3B	No driver	7
kich	uc003bxf.3-uc011aut.1	RAF1	No driver	10
kich	uc002ehi.3-uc002ehj.2	RBL2	No driver	5
kich	uc001qib.2-uc001qhy.2	SLC6A12	No driver	5
kich	uc001ibb.1-uc001iaz.1	HNRNPU	Interaction with driver	4
kich	uc003ztq.1-uc003zto.1	UBAP2	No driver	8
kich	uc002urz.2-uc010zge.1	MFSD6	No driver	10
kich	uc001pac.2-uc001paf.2	CCDC90B	No driver	8
kich	uc003ytj.2-uc010mdt.2	KCNQ3	No driver	7
kich	uc001tar.2-uc001taq.2	CEP290	No driver	10
kich	uc001opj.2-uc010rqk.1	ANO1	No driver	7
kich	uc010rzx.1-uc001pyx.2	GRAMD1B	No driver	5
kich	uc001ubt.2-uc001ubr.2	MLXIP	No driver	8
kich	uc002env.2-uc002ent.2	CNOT1	No driver	6
kich	uc002uag.2-uc010fon.2	TANC1	No driver	9
kich	uc002dbl.2-uc002dbj.2	ZC3H7A	No driver	7
kich	uc003lvx.3-uc011ddk.1	GEMIN5	No driver	9
kich	uc001wqk.2-uc010tpf.1	G2E3	No driver	5
kich	uc002noq.2-uc010eck.2	ZNF682	No driver	5
kich	uc002kne.2-uc010wzi.1	ARHGAP28	No driver	9
kich	uc001mso.1-uc001msp.2	C11orf46	No driver	9
kich	uc001smi.3-uc009zpa.2	RDH16	No driver	9
kich	uc001eur.2-uc009wlt.2	TARS2	No driver	4
kich	uc001scf.2-uc001scd.2	RARG	No driver	4
kich	uc002sdb.2-uc002sdc.2	AFTPH	No driver	5
kich	uc004eqe.2-uc011mtk.1	PLS3	No driver	5
kich	uc001ada.2-uc001adc.2	TNFRSF18	No driver	6
kich	uc003otq.2-uc010jyh.2	CUL7	No driver	8
kich	uc001dpw.2-uc010otl.1	FNBP1L	No driver	8
kich	uc004ahr.2-uc011lry.1	SMC5	No driver	9
kich	uc001qhd.1-uc001qhc.1	NCAPD3	No driver	9
kich	uc003crq.2-uc011bbc.1	SMARCC1	Interaction with driver	9
kich	uc002rfs.3-uc002rfr.3	ADCY3	No driver	9
kich	uc010lqg.1-uc011kvm.1	GALNT11	No driver	9
kich	uc002xfw.2-uc010zvr.1	NDRG3	No driver	7
kich	uc001pux.3-uc010ryv.1	HYOU1	No driver	8
kich	uc003bao.1-uc003bas.1	XRCC6	No driver	6
kich	uc003lzb.2-uc011del.1	CCNG1	No driver	9
kich	uc003vrk.2-uc011kpq.1	EXOC4	No driver	9
kich	uc001cfj.2-uc010ojj.1	SMAP2	No driver	7
kich	uc004bga.1-uc011lwv.1	HSDL2	No driver	6
kich	uc001vgo.2-uc010aea.2	THSD1	No driver	4
kich	uc010jck.2-uc003krw.3	SEMA6A	No driver	5
kich	uc004fof.2-uc004fog.3	MAGT1	No driver	9
kich	uc001hvl.2-uc001hvm.1	PCNXL2	No driver	6
kich	uc002ewg.1-uc010cfg.1	CDH1	No driver	9
kich	uc003llt.2-uc003llu.1	KIAA0141	No driver	9
kich	uc003cvz.3-uc003cwa.2	USP19	No driver	8
kich	uc001xrl.2-uc001xrj.2	NEK9	No driver	9
kich	uc002phj.3-uc010xyv.1	EHD2	No driver	9
kich	uc002xxz.2-uc010zzh.1	C20orf107	No driver	6
kich	uc011lyh.1-uc004ble.1	GSN	No driver	8
kich	uc001iwx.3-uc001iww.3	NRP1	No driver	9
kich	uc003eqx.1-uc011bmb.1	MSL2	No driver	9
kich	uc001qyt.2-uc001qyu.2	CSDA	No driver	8
kich	uc001tbc.2-uc009zsq.2	POC1B	No driver	5
kich	uc003kdc.3-uc011css.1	ENC1	No driver	8
kich	uc003yqe.2-uc003yqg.2	ZHX1	Interaction with driver	8
kich	uc010ykz.1-uc010eyl.1	EPT1	No driver	8
kich	uc002uwh.2-uc002uwj.2	PPIL3	No driver	5
kich	uc001nfl.2-uc010rhm.1	CELF1	No driver	6
kich	uc010tqz.1-uc001xaw.1	GMFB	No driver	8
kich	uc003yug.2-uc003yue.1	NDRG1	No driver	8
kich	uc010jib.2-uc011ddb.1	MFAP3	No driver	8
kich	uc002qqw.2-uc010yhp.1	ZNF606	No driver	8
kich	uc003ika.3-uc003ijz.3	OTUD4	No driver	8
kich	uc010lkq.2-uc003vkg.3	CADPS2	No driver	5
kich	uc010cdu.2-uc002ept.2	CMTM2	No driver	7
kich	uc003iph.1-uc011cir.1	PDGFC	No driver	7
kich	uc004cmp.2-uc004cmt.3	EXD3	No driver	6
kich	uc002zjo.2-uc002zjt.2	DIP2A	No driver	7
kich	uc002erx.1-uc002erv.1	EXOC3L	No driver	5
kich	uc003ela.3-uc003ele.2	ACAD9	No driver	7
kich	uc003jku.1-uc003jkt.1	NUP155	No driver	6
kich	uc003lrl.2-uc011dcd.1	CSF1R	No driver	8
kich	uc001rwj.3-uc001rwh.3	LIMA1	No driver	8
kich	uc001yno.2-uc001yns.2	KLC1	No driver	4
kich	uc001oes.2-uc001oeq.2	KCNK7	No driver	6
kich	uc003bkv.3-uc003bkt.1	PLXNB2	No driver	8
kich	uc001spy.2-uc001spx.1	MARCH9	No driver	8
kich	uc002qvn.1-uc010evy.1	FAM72D	No driver	7
kich	uc002ywk.2-uc002ywm.2	DYRK1A	No driver	7
kich	uc002qaj.1-uc002qak.1	ZNF321	No driver	4
kich	uc003cit.2-uc003ciu.2	WDR48	No driver	8
kich	uc001mqb.2-uc010rdn.1	PRMT3	No driver	8
kich	uc003gak.3-uc010ibf.2	PIGG	No driver	7
kich	uc001jlk.2-uc009xpd.2	RHOBTB1	No driver	7
kich	uc002pbx.3-uc002pca.3	FOSB	No driver	2
kich	uc003evw.1-uc003evv.1	PLSCR2	No driver	8
kich	uc001fez.1-uc001ffa.1	IL6R	No driver	8
kich	uc010zks.1-uc010fwb.2	SLC23A3	No driver	4
kich	uc004bed.2-uc011lwd.1	PTPN3	No driver	6
kich	uc001ktf.2-uc001ktj.1	POLL	No driver	4
kich	uc002olo.3-uc002olq.3	SUPT5H	No driver	4
kich	uc010fdj.1-uc002sfp.2	AAK1	No driver	8
kich	uc001njs.2-uc001njp.2	TNKS1BP1	No driver	8
kich	uc003akb.2-uc003ake.2	RNF185	No driver	4
kich	uc002djl.2-uc010vbl.1	RRN3P1	No driver	8
kich	uc001rld.2-uc010ski.1	DNM1L	No driver	6
kich	uc003avx.3-uc010gxp.2	DDX17	Interaction with driver	8
kich	uc002bdr.2-uc010unb.1	IREB2	No driver	8
kich	uc002mti.2-uc010xmh.1	ZNF136	No driver	8
kich	uc002fhi.2-uc002fhh.2	MBTPS1	No driver	8
kich	uc003vkb.2-uc011knw.1	AASS	No driver	6
kich	uc001mee.2-uc001mei.2	ILK	No driver	7
kich	uc003kbz.3-uc011csd.1	MRPS27	No driver	8
kich	uc003hop.1-uc003hoq.1	HELQ	No driver	7
kich	uc003kxi.2-uc003kxh.2	RAD50	No driver	8
kich	uc002acj.2-uc010bfh.1	WDR72	No driver	8
kich	uc001ouw.2-uc001oux.2	PPME1	No driver	8
kich	uc011che.1-uc003iif.2	SCOC	No driver	8
kich	uc002kui.3-uc010xat.1	RIOK3	No driver	8
kich	uc001ean.2-uc001eao.2	CHI3L2	No driver	4
kich	uc003dzz.2-uc003eac.2	BOC	No driver	4
kich	uc003nku.3-uc011dlf.1	ZNF187	No driver	4
kich	uc002rmg.2-uc010ymj.1	PPP1CB	No driver	5
kich	uc002mqo.3-uc002mqm.2	KANK2	No driver	7
kich	uc003xeg.2-uc003xej.2	DOCK5	No driver	8
kich	uc004bbi.1-uc011lvk.1	ZNF189	No driver	7
kich	uc011lsa.1-uc004aik.2	TMEM2	No driver	7
kich	uc001cdf.1-uc010ois.1	MACF1	No driver	5
kich	uc002twu.1-uc002tws.1	KIF5C	No driver	4
kich	uc002crf.2-uc002crg.2	PRSS27	No driver	7
kich	uc010hjl.2-uc011bam.1	PRSS45	No driver	7
kich	uc003oxa.1-uc003oxc.1	HSP90AB1	Driver	8
kich	uc001vyy.2-uc001vyz.2	NDRG2	No driver	3
kich	uc003dgs.3-uc003dgt.3	DCP1A	No driver	8
kich	uc003jqx.2-uc003jqy.2	C5orf35	No driver	8
kich	uc003xow.1-uc010lxj.1	IKBKB	Interaction with driver	5
kich	uc001sdc.3-uc001sdk.3	PCBP2	No driver	5
kich	uc001voo.2-uc001vop.2	PCCA	No driver	4
kich	uc003ltj.2-uc011dcn.1	TNIP1	No driver	7
kich	uc004bov.2-uc004bow.2	OLFML2A	No driver	7
kich	uc002yzf.1-uc010gop.1	MX2	No driver	7
kich	uc004cgr.3-uc010nbg.2	CAMSAP1	No driver	4
kich	uc002rji.2-uc010eyw.2	CAD	No driver	7
kich	uc002ejb.2-uc002ejc.2	OGFOD1	No driver	7
kich	uc001mjs.2-uc009ygi.2	USP47	No driver	4
kich	uc001igt.1-uc001igs.1	PITRM1	No driver	7
kich	uc010bwh.2-uc010vbb.1	ERI2	No driver	3
kich	uc003vfx.2-uc003vfv.2	DOCK4	No driver	5
kich	uc003man.1-uc011des.1	LCP2	No driver	6
kich	uc003xzp.2-uc011lfg.1	STAU2	No driver	5
kich	uc001zwj.3-uc001zwh.3	MYEF2	No driver	7
kich	uc010uza.1-uc002dcj.2	MKL2	Interaction with driver	7
kich	uc001dvj.1-uc010ouv.1	VAV3	No driver	7
kich	uc009xwy.1-uc009xwx.1	C10orf76	No driver	7
kich	uc003lgx.2-uc011czu.1	HARS2	No driver	7
kich	uc003svs.3-uc011jyv.1	KLHL7	No driver	7
kich	uc001kig.2-uc001kih.2	EXOC6	No driver	7
kich	uc001pjz.3-uc010rvv.1	NPAT	No driver	7
kich	uc003fmz.2-uc003fnb.2	ABCF3	No driver	7
kich	uc002joc.2-uc010wsc.1	CASKIN2	No driver	7
kich	uc003ilf.2-uc003ili.2	ARHGAP10	Interaction with driver	7
kich	uc010zdi.1-uc002ufu.3	UBR3	No driver	3
kich	uc002fxp.2-uc010ckp.2	ANKFY1	No driver	6
kich	uc003eqa.3-uc003eqb.3	SLCO2A1	No driver	7
kich	uc002rpa.1-uc010ynd.1	FAM98A	No driver	7
kich	uc003mwu.2-uc003mwt.2	NRN1	No driver	7
kich	uc003xln.1-uc003xll.1	LETM2	No driver	4
kich	uc001www.2-uc010tqg.1	KLHDC1	No driver	7
kich	uc002bgt.1-uc002bgs.1	EFTUD1	No driver	7
kich	uc010fru.2-uc010zfw.1	GULP1	No driver	6
kich	uc002fii.2-uc010vof.1	USP10	No driver	7
kich	uc002rgq.2-uc002rgg.2	DTNB	Interaction with driver	6
kich	uc003iyb.2-uc003iyc.2	SORBS2	No driver	2
kich	uc001vtr.1-uc010agw.1	DCUN1D2	No driver	5
kich	uc010bek.2-uc001zwb.2	SEMA6D	No driver	2
kich	uc001avk.2-uc009voe.2	PRDM2	Interaction with driver	7
kich	uc001khl.2-uc009xty.1	HECTD2	No driver	4
kich	uc001hmc.2-uc001hmd.2	IARS2	No driver	7
kich	uc010qqg.1-uc001kty.2	KCNIP2	No driver	3
kich	uc003iqb.2-uc010iqs.2	ETFDH	No driver	3
kich	uc010myj.2-uc010myl.2	TBC1D13	No driver	4
kich	uc002zri.2-uc002zrj.2	DGCR8	No driver	7
kich	uc002xka.1-uc002xjz.1	CHD6	No driver	6
kich	uc002nkf.2-uc002nkh.2	UPF1	No driver	6
kich	uc001kuq.2-uc001kur.2	NOLC1	No driver	3
kich	uc001irh.2-uc009xkg.2	BMI1	No driver	7
kich	uc001xce.2-uc010trc.1	KTN1	No driver	7
kich	uc003nxe.2-uc003nxf.1	VARS	Interaction with driver	7
kich	uc003nyn.1-uc011dov.1	SKIV2L	No driver	7
kich	uc004bsa.2-uc011mak.1	SH2D3C	No driver	6
kich	uc004brb.1-uc004brg.1	LRSAM1	No driver	7
kich	uc003wth.2-uc003wti.2	PINX1	No driver	7
kich	uc001slc.2-uc001slb.2	STAT2	No driver	7
kich	uc001snt.2-uc009zpn.1	R3HDM2	No driver	6
kich	uc011kql.1-uc011kqk.1	KIAA1549	No driver	5
kich	uc001hks.2-uc009xdn.2	KCTD3	No driver	7
kich	uc010kkl.1-uc010kkk.1	RPS6KA2	No driver	7
kich	uc003sqa.2-uc011jwt.1	DAGLB	No driver	6
kich	uc003cop.1-uc010hit.1	LARS2	No driver	7
kich	uc009xhm.1-uc009xhn.1	WDR37	No driver	4
kich	uc001jrm.2-uc009xqk.2	SGPL1	No driver	6
kich	uc001jsm.2-uc001jsl.2	PSAP	No driver	7
kich	uc001sui.2-uc009zrg.2	MDM2	Interaction between drivers	5
kich	uc003xdo.2-uc003xdn.1	SLC25A37	No driver	6
kich	uc009vos.1-uc001aza.3	NBPF1	No driver	2
kich	uc003yjs.1-uc011lhd.1	PABPC1	No driver	7
kich	uc003irb.2-uc011cjm.1	KLHL2	No driver	4
kich	uc002wxh.2-uc002wxi.2	HCK	No driver	6
kich	uc002msm.2-uc010dyi.1	ZNF823	No driver	5
kich	uc002fww.2-uc010ckm.1	P2RX1	No driver	7
kich	uc001epe.2-uc010ozn.1	PRKAB2	No driver	7
kich	uc002pzc.2-uc002pzb.3	ZNF880	No driver	7
kich	uc011beg.1-uc003dee.3	NISCH	No driver	5
kich	uc004cuw.2-uc011mig.1	MSL3	No driver	2
kich	uc001mjc.2-uc009ygf.2	EIF4G2	No driver	7
kich	uc003xmr.2-uc003xms.2	ADAM9	No driver	7
kich	uc001hpo.2-uc010pvj.1	LEFTY1	No driver	7
kich	uc002ihn.2-uc010wje.1	EFTUD2	No driver	7
kich	uc003stj.2-uc003stp.2	BZW2	No driver	5
kich	uc002xct.2-uc002xcv.2	ERGIC3	No driver	6
kich	uc003yjw.2-uc011lhg.1	YWHAZ	No driver	7
kich	uc003zrb.2-uc003zrc.2	TOPORS	No driver	7
kich	uc003yhl.2-uc003yhj.2	C8orf38	No driver	6
kich	uc001wxq.1-uc001wxo.1	C14orf138	No driver	3
kich	uc001kga.3-uc010qnf.1	LIPA	No driver	7
kich	uc003fwa.3-uc011btr.1	TFRC	No driver	7
kich	uc002jbc.2-uc010wpn.1	DCAF7	No driver	6
kich	uc003wit.3-uc003wiv.3	SLC4A2	No driver	4
kich	uc010bnp.1-uc002bnp.1	FANCI	No driver	4
kich	uc003usk.1-uc003usm.1	ZKSCAN1	No driver	6
kich	uc001wkg.3-uc001wkb.3	THTPA	No driver	2
kich	uc002ooi.1-uc010xvp.1	LTBP4	No driver	3
kich	uc003csb.2-uc003crw.2	MAP4	No driver	7
kich	uc004bpr.2-uc004bpt.2	GAPVD1	No driver	6
kich	uc003bsa.2-uc010hcl.2	MTMR14	No driver	5
kich	uc003yvn.2-uc010men.2	EIF2C2	No driver	7
kich	uc001rew.2-uc009zir.2	PYROXD1	No driver	7
kich	uc001eum.3-uc010pca.1	PRPF3	No driver	4
kich	uc003dna.3-uc010hob.2	SUCLG2	No driver	7
kich	uc009ytl.2-uc001oth.3	FCHSD2	No driver	7
kich	uc001wqy.3-uc001wqz.3	AP4S1	No driver	7
kich	uc003xis.2-uc010lvn.2	NRG1	No driver	3
kich	uc002slv.3-uc002slw.2	LBX2	No driver	7
kich	uc003han.3-uc003hao.1	PDGFRA	Interaction between drivers	6
kich	uc003him.2-uc003hin.2	THAP6	No driver	6
kich	uc001qxb.2-uc001qxd.2	CLEC1A	No driver	3
kich	uc003wwk.1-uc011kxx.1	DLC1	No driver	3
kich	uc003hnx.3-uc010ijv.2	LIN54	No driver	4
kich	uc002pjv.2-uc002pjr.2	SPHK2	No driver	3
kich	uc003iwu.1-uc003iws.1	ACSL1	No driver	6
kich	uc002ryk.2-uc002ryl.2	RPS27A	Interaction with driver	6
kich	uc003pmr.2-uc011dzu.1	RNGTT	No driver	6
kich	uc002eyy.2-uc002eyz.2	FUK	No driver	6
kich	uc001xip.2-uc001xis.2	FUT8	No driver	6
kich	uc002ukc.1-uc002ukd.1	KIAA1715	No driver	5
kich	uc011mos.1-uc004dvl.2	ARHGEF9	No driver	3
kich	uc003ltq.2-uc011dcq.1	CCDC69	No driver	6
kich	uc003fgx.2-uc011bpt.1	CLDN11	No driver	6
kich	uc001gej.3-uc001gei.3	CD247	No driver	4
kich	uc001knt.2-uc001knq.2	MMS19	No driver	3
kich	uc001usb.3-uc010aap.2	FLT1	No driver	5
kich	uc003phn.3-uc010kax.2	SLC17A5	No driver	6
kich	uc003lbz.2-uc003lcb.2	FAM13B	No driver	6
kich	uc003lcw.2-uc011cyr.1	FAM53C	No driver	6
kich	uc001ojd.2-uc001ojc.1	SPTBN2	No driver	6
kich	uc003hgo.2-uc003hgq.2	ANKRD17	No driver	6
kich	uc010szf.1-uc010sze.1	CCDC64	No driver	5
kich	uc002sno.2-uc010ffs.2	C2orf3	No driver	4
kich	uc002mcg.2-uc010xiu.1	SAFB	No driver	2
kich	uc009xyw.2-uc001lcy.3	KIAA1598	No driver	4
kich	uc002iga.2-uc010wiv.1	ATXN7L3	No driver	6
kich	uc001byx.2-uc001byw.2	KIAA0319L	No driver	6
kich	uc003ziq.1-uc003zir.1	AK3	No driver	6
kich	uc003ugh.2-uc010lds.2	PTPN12	Interaction with driver	5
kich	uc009zqf.2-uc010ssg.1	CTDSP2	No driver	6
kich	uc001ymm.1-uc010awo.1	TNFAIP2	No driver	4
kich	uc009wwd.2-uc010pmn.1	C1orf9	No driver	6
kich	uc003cfc.1-uc010hfw.1	CNOT10	No driver	6
kich	uc002jyf.2-uc002jyg.1	?	No driver	4
kich	uc010drp.2-uc002lor.2	ODF3L2	No driver	4
kich	uc004csx.3-uc010ndt.2	WWC3	No driver	6
kich	uc003wco.2-uc011ktb.1	CASP2	No driver	6
kich	uc002hhf.1-uc010csx.1	RHBDL3	No driver	3
kich	uc003hcl.1-uc003hcm.1	POLR2B	No driver	5
kich	uc003kus.2-uc010jdg.2	SLC12A2	No driver	6
kich	uc003lud.3-uc003lue.3	FAT2	No driver	3
kich	uc004awp.1-uc011lup.1	ZNF782	No driver	6
kich	uc001zfh.1-uc001zfi.1	MTMR10	No driver	3
kich	uc001cbo.2-uc001cbn.2	C1orf109	No driver	3
kich	uc004arv.2-uc004arw.2	NOL8	No driver	6
kich	uc003olv.3-uc010jwd.2	BRPF3	No driver	5
kich	uc001gyq.3-uc010pqd.1	ADIPOR1	No driver	6
kich	uc001tlp.2-uc001tlq.2	POLR3B	No driver	6
kich	uc003ksj.2-uc011cwj.1	HSD17B4	No driver	6
kich	uc004esv.2-uc010nqq.2	CUL4B	No driver	6
kich	uc003lbf.3-uc010jee.2	TGFBI	No driver	6
kich	uc003kop.1-uc011cvg.1	FER	No driver	6
kich	uc001daf.3-uc001dah.3	KANK4	No driver	5
kich	uc001hqr.2-uc001hqp.2	CDC42BPA	No driver	4
kich	uc004eaa.1-uc004eac.2	OGT	No driver	4
kich	uc001sln.2-uc009zou.2	RBMS2	Interaction with driver	2
kich	uc003wvl.3-uc010lse.2	FAM86B1	No driver	2
kich	uc002fhl.3-uc010vnw.1	LRRC50	No driver	6
kich	uc003fpn.2-uc011brv.1	SENP2	No driver	5
kich	uc002xge.1-uc002xgd.1	C20orf117	No driver	6
kich	uc010olf.1-uc010olg.1	PTCH2	No driver	6
kich	uc002jkv.2-uc010dfs.2	CD300A	No driver	5
kich	uc010sbs.1-uc009zch.2	ETS1	No driver	5
kich	uc010rcu.1-uc001mmm.2	PLEKHA7	No driver	6
kich	uc003stv.2-uc010kub.2	SNX13	Interaction with driver	6
kich	uc001hjp.2-uc010ptm.1	TATDN3	No driver	6
kich	uc010tlt.1-uc010tls.1	RAB2B	No driver	4
kich	uc004bgs.2-uc004bgr.2	FKBP15	No driver	6
kich	uc001rkq.3-uc001rko.3	AMN1	No driver	4
kich	uc001isb.2-uc010qdb.1	ARHGAP21	No driver	6
kich	uc002zcn.2-uc002zcm.2	NDUFV3	No driver	6
kich	uc002nfe.2-uc002nff.2	HAUS8	No driver	5
kich	uc002gdb.1-uc002gcw.1	FAM64A	No driver	2
kich	uc002cmb.2-uc002clz.2	IFT140	No driver	6
kich	uc010juy.2-uc010juz.2	SYNGAP1	No driver	6
kich	uc004dco.1-uc004dcp.1	DMD	No driver	4
kich	uc003lii.2-uc011dag.1	PCDHAC2	No driver	3
kich	uc001rhr.2-uc001rhs.2	STK38L	No driver	3
kich	uc004fef.3-uc011mxz.1	MTM1	No driver	6
kich	uc001xzy.2-uc001xzz.3	TRIP11	No driver	6
kich	uc003ljp.1-uc003ljq.1	PCDHGA4	No driver	3
kich	uc011lkp.1-uc003yzd.2	ZNF623	No driver	6
kich	uc001ovi.2-uc001ovh.2	CHRDL2	No driver	3
kich	uc003ssn.3-uc003sso.3	SCIN	No driver	6
kich	uc001gee.2-uc010plh.1	POU2F1	No driver	4
kich	uc004exe.1-uc004exd.1	GPC3	No driver	6
kich	uc001myh.1-uc001mye.3	TSPAN18	No driver	6
kich	uc001dkt.2-uc009wcl.2	WDR63	No driver	6
kich	uc001zxe.1-uc001zxd.1	SECISBP2L	No driver	6
kich	uc004can.3-uc004cap.3	BAT2L1	No driver	5
kich	uc001dbs.1-uc010opb.1	RAVER2	No driver	5
kich	uc003xyg.2-uc003xyi.1	SULF1	No driver	4
kich	uc002grz.3-uc002grv.3	TOM1L2	No driver	5
kich	uc001pbl.2-uc001pbk.2	PICALM	Interaction between drivers	5
kich	uc011lyf.1-uc004bkr.2	PHF19	No driver	5
kich	uc001pfb.2-uc001pfc.2	AMOTL1	No driver	6
kich	uc003fgs.2-uc003fgt.2	PRKCI	No driver	5
kich	uc001wyi.2-uc001wyk.2	NIN	No driver	3
kich	uc009zsv.2-uc010sut.1	PLXNC1	No driver	4
kich	uc001qoo.2-uc010sfd.1	NCAPD2	No driver	6
kich	uc003hql.1-uc010ikj.1	KLHL8	No driver	6
kich	uc002pqt.1-uc002pqw.1	IL4I1	No driver	6
kich	uc001bqe.1-uc001bqg.1	RCC1	No driver	5
kich	uc002bvf.2-uc010bot.2	MEF2A	No driver	6
kich	uc003zxe.1-uc003zxf.1	SIT1	No driver	6
kich	uc010zmo.1-uc010zmp.1	INPP5D	No driver	6
kich	uc009xio.1-uc010qay.1	SFMBT2	No driver	6
kich	uc001kwv.2-uc010qqq.1	TAF5	No driver	6
kich	uc003kfl.2-uc003kfm.2	SCAMP1	No driver	5
kich	uc002ixg.1-uc002ixf.1	PRR11	No driver	4
kich	uc003onn.2-uc003onp.2	TBC1D22B	No driver	6
kich	uc003jeb.2-uc003jec.2	FASTKD3	No driver	6
kich	uc002oja.1-uc002ojb.1	ACTN4	No driver	6
kich	uc003qcs.1-uc003qcr.1	MED23	No driver	6
kich	uc010ilv.2-uc003hyb.2	TBCK	No driver	6
kich	uc001jrd.3-uc001jre.3	KIAA1274	No driver	6
kich	uc001nlt.3-uc001nlo.3	CTNND1	No driver	2
kich	uc003bxd.2-uc011aus.1	MKRN2	No driver	5
kich	uc003juj.1-uc011cqz.1	ERBB2IP	No driver	5
kich	uc003nqz.2-uc003nqy.2	DHX16	No driver	6
kich	uc002gpy.2-uc002gpz.2	TRPV2	No driver	6
kich	uc001lgw.2-uc001lgx.2	C10orf88	No driver	6
kich	uc002hzq.2-uc002hzu.2	ATP6V0A1	No driver	4
kich	uc011cdi.1-uc011cdl.1	HERC6	No driver	6
kich	uc009xqz.2-uc001jtq.2	FAM149B1	No driver	4
kich	uc001zqo.2-uc010bcy.2	TTBK2	No driver	5
kich	uc002uwm.2-uc002uwl.2	NIF3L1	No driver	6
kich	uc002sen.3-uc010fde.2	PLEK	No driver	4
kich	uc010dht.2-uc002jxm.3	CCDC40	No driver	3
kich	uc001bef.2-uc009vpz.2	EIF4G3	No driver	4
kich	uc010xde.1-uc002ldf.2	SMAD7	No driver	6
kich	uc003nbz.3-uc011diz.1	RBM24	No driver	3
kich	uc011boe.1-uc011bof.1	LOC401093	No driver	6
kich	uc001trs.1-uc010syd.1	HVCN1	No driver	3
kich	uc003ocg.2-uc011dqi.1	TAP1	No driver	6
kich	uc003jhy.2-uc003jhz.2	TARS	No driver	3
kich	uc011lwa.1-uc004bde.2	RAD23B	No driver	4
kich	uc002rjw.1-uc010eyy.1	GTF3C2	No driver	6
kich	uc011dur.1-uc011dut.1	UBR2	No driver	5
kich	uc003axx.2-uc003axy.2	SMCR7L	No driver	6
kich	uc001utj.2-uc010tds.1	HSPH1	No driver	6
kich	uc002ugn.2-uc010zdn.1	TLK1	No driver	6
kich	uc003nui.2-uc003nuj.2	TNF	No driver	6
kich	uc003lnx.1-uc011dbq.1	LARS	No driver	6
kich	uc001slp.1-uc001slo.1	BAZ2A	No driver	5
kich	uc001rpg.2-uc010sli.1	SLC38A2	No driver	5
kich	uc001hdh.1-uc001hdg.1	SLC41A1	No driver	6
kich	uc003mli.2-uc003mlg.2	TBC1D9B	No driver	6
kich	uc002lwr.2-uc010xha.1	ZNF57	No driver	6
kich	uc010jwx.2-uc003ony.3	BTBD9	No driver	5
kich	uc001toi.1-uc009zvi.1	KCTD10	No driver	5
kich	uc003uae.1-uc003uaf.1	EIF4H	Interaction with driver	5
kich	uc002bkt.2-uc002bks.2	SCAND2	No driver	5
kich	uc001stn.2-uc001sto.2	CAND1	No driver	5
kich	uc001kqh.2-uc010qpl.1	DNMBP	No driver	5
kich	uc002hzj.1-uc010cyc.1	STAT5A	No driver	3
kich	uc001blm.3-uc009vse.2	CNKSR1	No driver	5
kich	uc001kzl.3-uc010qrg.1	SHOC2	Interaction with driver	5
