Normal_transcript	Tumor_transcript	Origin
uc001fus.2	uc001fut.2	Tumor
uc001fut.2	uc001fus.2	Tumor
uc001fuz.2	uc009wtf.2	Tumor
uc001fvb.2	uc010piz.1	Tumor
uc001fvc.2	uc001fvd.2	Tumor
uc001fvc.2	uc009wtg.1	Tumor
uc001fvh.2	uc001fve.3	Tumor
uc001fvk.2	uc001fvm.2	Tumor
uc001fvn.2	uc009wth.2	Tumor
uc001fvo.2	uc001fvn.2	Tumor
uc001fvo.2	uc001fvq.3	Tumor
uc001fvo.2	uc009wth.2	Tumor
uc001fvo.2	uc010pjb.1	Tumor
uc001fvs.2	uc001fvt.2	Tumor
uc001fvs.2	uc010pje.1	Tumor
uc001fvt.2	uc001fvs.2	Tumor
uc001fvx.2	uc010pjg.1	Immune&Stroma
uc001fvz.2	uc010pjg.1	Tumor
uc001fwb.1	uc001fwc.1	Tumor
uc001fwf.3	uc001fwi.3	Tumor
uc001fwk.2	uc001fwg.3	Tumor
uc001fwl.3	uc010pjm.1	Tumor
uc001fwn.2	uc001fwp.2	Immune
uc001fwq.2	uc010pjq.1	Tumor
uc001fwq.2	uc010pjr.1	Tumor
uc001fws.2	uc010pjo.1	Tumor
uc001fwt.2	uc001fwu.2	Tumor
uc001fwt.2	uc001fwz.2	Tumor
uc001fwv.2	uc001fwu.2	Tumor
uc001fwx.2	uc001fwv.2	Tumor
uc001fwx.2	uc001fww.2	Tumor
uc001fwx.2	uc001fwy.1	Tumor
uc001fwy.1	uc001fwt.2	Tumor
uc001fwy.1	uc001fww.2	Tumor
uc001fxa.2	uc009wtp.2	Tumor
uc001fxa.2	uc009wtq.2	Tumor
uc001fxa.2	uc009wtr.2	Tumor
uc001fxh.3	uc009wtw.2	Tumor
uc001fxi.2	uc001fxj.2	Tumor
uc001fxk.2	uc009wtx.2	Tumor
uc001fxl.2	uc001fxm.2	Tumor
uc001fxm.2	uc001fxl.2	Tumor
uc001fxo.2	uc010pjy.1	Tumor
uc001fxo.2	uc010pjz.1	Tumor
uc001fxq.2	uc001fxr.2	Tumor
uc001fxq.2	uc001fxs.2	Tumor
uc001fxv.1	uc001fxx.1	Tumor
uc001fxv.1	uc001fxy.1	Tumor
uc001fxw.2	uc001fxx.1	Tumor
uc001fxz.2	uc001fya.2	Tumor
uc001fya.2	uc001fxz.2	Tumor
uc001fya.2	uc001fyb.2	Tumor
uc001fya.2	uc001fyc.2	Tumor
uc001fya.2	uc010pkb.1	Tumor
uc001fyj.2	uc001fyg.2	Tumor
uc001fyj.2	uc001fyh.2	Tumor
uc001fyj.2	uc001fyl.2	Tumor
uc001fyj.2	uc001fym.2	Tumor
uc001fyj.2	uc001fyn.2	Tumor
uc001fyj.2	uc010pkg.1	Tumor
uc001fym.2	uc001fyj.2	Tumor
uc001fyn.2	uc010pkh.1	Tumor
uc001fyq.1	uc001fyo.1	Tumor
uc001fyq.1	uc001fyr.1	Tumor
uc001fyr.1	uc001fyo.1	Tumor
uc001fyr.1	uc001fyp.1	Tumor
uc001fyr.1	uc001fyq.1	Tumor
uc001fyr.1	uc001fys.1	Tumor
uc001fyr.1	uc009wud.1	Tumor
uc001fyv.2	uc001fyw.2	Tumor
uc001fyv.2	uc001fyx.2	Tumor
uc001fzb.1	uc001fzc.1	Tumor
uc001fzc.1	uc001fzb.1	Tumor
uc001fze.2	uc001fzd.2	Tumor
uc001fze.2	uc009wue.2	Tumor
uc001fze.2	uc009wuf.1	Tumor
uc001fzf.2	uc010pkn.1	Tumor
uc001fzh.2	uc001fzi.2	Tumor
uc001fzn.2	uc010pkn.1	Tumor
uc001fzp.2	uc010pkm.1	Tumor
uc001fzw.2	uc010pkn.1	Tumor
uc001fzy.2	uc001fzi.2	Tumor
uc001fzy.2	uc001fzj.2	Tumor
uc001fzy.2	uc001fzl.2	Tumor
uc001fzy.2	uc001fzo.2	Tumor
uc001fzy.2	uc001fzt.2	Tumor
uc001fzy.2	uc001fzv.2	Tumor
uc001fzy.2	uc001fzz.2	Tumor
uc001fzy.2	uc010pkm.1	Tumor
uc001fzy.2	uc010pkn.1	Tumor
uc001gaa.2	uc010pkn.1	Tumor
uc001gab.2	uc010pkm.1	Tumor
uc001gaf.3	uc010pko.1	Tumor
uc001gag.2	uc001gak.2	Tumor
uc001gah.2	uc001gaj.2	Tumor
uc001gam.2	uc001gan.2	Stroma
uc001gan.2	uc001gam.2	Stroma
uc001gap.2	uc001gaq.2	Tumor
uc001gaq.2	uc001gap.2	Tumor
uc001gar.2	uc009wui.2	Tumor
uc001gav.2	uc009wuk.2	Tumor
uc001gaz.1	uc001gba.1	Stroma
uc001gba.1	uc001gbb.1	Stroma
uc001gbb.1	uc001gaz.1	Stroma
uc001gbb.1	uc001gba.1	Stroma
uc001gbd.2	uc001gbe.2	Tumor
uc001gbd.2	uc001gbf.2	Tumor
uc001gbd.2	uc009wup.2	Tumor
uc001gbd.2	uc009wuq.2	Tumor
uc001gbe.2	uc001gbf.2	Tumor
uc001gbe.2	uc001gbg.2	Tumor
uc001gbf.2	uc001gbd.2	Tumor
uc001gbg.2	uc001gbd.2	Tumor
uc001gbh.2	uc001gbn.3	Tumor
uc001gbi.2	uc001gbn.3	Tumor
uc001gbk.2	uc001gbm.2	Tumor
uc001gbl.2	uc001gbh.2	Tumor
uc001gbl.2	uc001gbn.3	Tumor
uc001gbm.2	uc001gbh.2	Tumor
uc001gbm.2	uc001gbi.2	Tumor
uc001gbn.3	uc001gbh.2	Tumor
uc001gbn.3	uc001gbi.2	Tumor
uc001gbn.3	uc001gbj.2	Tumor
uc001gbn.3	uc001gbl.2	Tumor
uc001gbn.3	uc001gbm.2	Tumor
uc001gbn.3	uc009wus.2	Tumor
uc001gbo.2	uc001gbp.2	Tumor
uc001gbp.2	uc001gbo.2	Tumor
uc001gbr.2	uc001gbs.2	Tumor
uc001gbu.2	uc001gbt.2	Uncertain
uc001gbu.2	uc010pkq.1	Stroma
uc001gbv.2	uc009wut.1	Tumor
uc001gbw.2	uc010pkr.1	Tumor
uc001gbz.1	uc001gca.1	Stroma
uc001gca.1	uc001gbz.1	Tumor
uc001gcb.1	uc001gcc.1	Tumor
uc001gcc.1	uc001gcb.1	Tumor
uc001gcf.2	uc001gcg.2	Stroma
uc001gcg.2	uc001gcf.2	Stroma
uc001gck.2	uc009wux.1	Tumor
uc001gcn.2	uc009wvb.2	Tumor
uc001gcq.1	uc001gcr.1	Tumor
uc001gcq.1	uc009wvc.1	Tumor
uc001gcr.1	uc001gcq.1	Tumor
uc001gcs.2	uc001gct.2	Tumor
uc001gcs.2	uc010pkv.1	Tumor
uc001gda.2	uc001gdb.1	Tumor
uc001gdh.1	uc010pkz.1	Stroma
uc001gdj.3	uc001gdk.3	Tumor
uc001gdj.3	uc001gdn.3	Tumor
uc001gdr.2	uc010plc.1	Tumor
uc001gdt.1	uc010plf.1	Stroma
uc001gdy.1	uc001gdz.1	Tumor
uc001gdz.1	uc001gdy.1	Tumor
uc001gee.2	uc001gec.2	Tumor
uc001gee.2	uc001gef.2	Tumor
uc001gee.2	uc010plh.1	Tumor
uc001gef.2	uc009wvg.1	Tumor
uc001gef.2	uc010plh.1	Tumor
uc001geg.2	uc001gef.2	Tumor
uc001gei.3	uc001gej.3	Immune
uc001gej.3	uc001gei.3	Immune
uc001gem.2	uc010pli.1	Immune
uc001geo.2	uc001gep.2	Tumor
uc001geo.2	uc001geq.2	Tumor
uc001geo.2	uc009wvh.2	Tumor
uc001ges.2	uc001geu.2	Tumor
uc001gew.2	uc001gey.2	Tumor
uc001gew.2	uc001gez.2	Tumor
uc001gey.2	uc001gez.2	Tumor
uc001gez.2	uc001gew.2	Tumor
uc001gfb.2	uc001gfd.2	Tumor
uc001gfc.2	uc009wvo.2	Tumor
uc001gfd.2	uc001gfb.2	Tumor
uc001gfd.2	uc010pll.1	Tumor
uc001gfg.2	uc001gff.2	Tumor
uc001gfj.3	uc001gfl.2	Tumor
uc001gfm.2	uc001gfj.3	Tumor
uc001gfs.1	uc001gfr.1	Tumor
uc001gft.2	uc001gfu.2	Tumor
uc001gfu.2	uc001gft.2	Tumor
uc001gfz.1	uc001gga.1	Tumor
uc001gfz.1	uc009wvq.1	Tumor
uc001gga.1	uc001gfz.1	Tumor
uc001gga.1	uc001ggc.1	Tumor
uc001gge.3	uc001ggf.3	Tumor
uc001ggf.3	uc001gge.3	Tumor
uc001ggh.2	uc001ggi.3	Tumor
uc001ggi.3	uc001ggh.2	Tumor
uc001ggi.3	uc009wvr.2	Tumor
uc001ggk.2	uc010pls.1	Immune
uc001ggq.2	uc001ggr.2	Tumor
uc001ggt.2	uc001ggs.2	Tumor
uc001ggt.2	uc001ggu.2	Tumor
uc001ggt.2	uc010plw.1	Tumor
uc001ggv.2	uc010plx.1	Stroma
uc001gha.2	uc001ghb.2	Tumor
uc001gha.2	uc001ghc.2	Tumor
uc001gha.2	uc001ghd.2	Tumor
uc001gha.2	uc009wvx.2	Tumor
uc001ghb.2	uc001gha.2	Tumor
uc001ghd.2	uc001ghc.2	Tumor
uc001ghe.2	uc001ghf.2	Stroma
uc001ghf.2	uc001ghe.2	Tumor
uc001ghh.2	uc001ghi.2	Tumor
uc001ghh.2	uc010pmc.1	Tumor
uc001ghi.2	uc001ghh.2	Tumor
uc001ghi.2	uc010pmc.1	Tumor
uc001ghl.2	uc001ghm.2	Stroma
uc001ghl.2	uc001ghn.2	Stroma
uc001ghl.2	uc009wvz.2	Stroma
uc001ghl.2	uc010pme.1	Stroma
uc001ghm.2	uc001ghl.2	Stroma
uc001ghm.2	uc001ghn.2	Stroma
uc001ghn.2	uc001ghl.2	Stroma
uc001ghn.2	uc001ghm.2	Stroma
uc001ghn.2	uc010pme.1	Stroma
uc001ghu.2	uc010pmk.1	Tumor
uc001ghv.1	uc001ghw.1	Tumor
uc001ghv.1	uc001ghx.1	Tumor
uc001ghw.1	uc001ghv.1	Tumor
uc001ghx.1	uc001ghv.1	Tumor
uc001ghx.1	uc001ghy.1	Tumor
uc001ghz.2	uc001gia.2	Tumor
uc001ghz.2	uc001gib.2	Tumor
uc001ghz.2	uc001gic.1	Tumor
uc001ghz.2	uc010pml.1	Tumor
uc001gia.2	uc001ghz.2	Tumor
uc001gid.3	uc001gih.1	Tumor
uc001gif.2	uc001gie.2	Tumor
uc001gif.2	uc001gih.1	Tumor
uc001gih.1	uc001gif.2	Tumor
uc001gio.2	uc001gil.2	Tumor
uc001gio.2	uc001gin.2	Tumor
uc001giq.3	uc010pmn.1	Tumor
uc001gis.2	uc001git.2	Stroma
uc001git.2	uc001gis.2	Stroma
uc001giv.2	uc001giw.2	Stroma
uc001giw.2	uc001giv.2	Stroma
uc001gja.1	uc001gjb.3	Tumor
uc001gjc.2	uc001gjd.2	Tumor
uc001gjc.2	uc009wwf.2	Tumor
uc001gjc.2	uc010pmr.1	Tumor
uc001gjf.3	uc001gje.3	Tumor
uc001gjf.3	uc001gjg.3	Tumor
uc001gjf.3	uc009wwg.2	Tumor
uc001gjj.2	uc001gjk.2	Tumor
uc001gjp.1	uc001gjr.2	Tumor
uc001gjq.3	uc001gjr.2	Tumor
uc001gjr.2	uc009wwp.1	Tumor
uc001gjx.2	uc001gjz.2	Immune
uc001gjx.2	uc001gkf.2	Immune
uc001gjx.2	uc001gkg.2	Immune
uc001gjx.2	uc001gkh.3	Immune
uc001gjx.2	uc009wwq.1	Immune
uc001gjy.2	uc001gjz.2	Immune
uc001gjy.2	uc009wwq.1	Immune
uc001gjz.2	uc001gjy.2	Immune
uc001gjz.2	uc001gkd.3	Immune
uc001gkd.3	uc001gkf.2	Immune
uc001gke.3	uc001gkh.3	Immune
uc001gkg.2	uc001gjx.2	Immune
uc001gkg.2	uc001gjy.2	Immune
uc001gkg.2	uc009wwq.1	Immune
uc001gkh.3	uc001gjx.2	Immune
uc001gkh.3	uc001gkf.2	Immune
uc001gkh.3	uc009wwq.1	Immune
uc001gkj.1	uc001gki.1	Tumor
uc001gkk.2	uc009wwr.2	Tumor
uc001gkl.1	uc010pmx.1	Stroma
uc001gko.3	uc009wws.2	Tumor
uc001gkt.1	uc009wwv.2	Tumor
uc001gku.1	uc001gkw.1	Tumor
uc001gku.1	uc009wwv.2	Stroma
uc001gkv.1	uc001gkw.1	Tumor
uc001gkv.1	uc009wwv.2	Tumor
uc001gkz.2	uc001gky.1	Tumor
uc001gkz.2	uc009www.2	Tumor
uc001glc.2	uc001gld.1	Tumor
uc001glc.2	uc001gle.3	Tumor
uc001glc.2	uc009wwx.1	Tumor
uc001glf.2	uc001glg.2	Tumor
uc001gli.1	uc009wwy.1	Tumor
uc001glj.1	uc001glk.1	Tumor
uc001gln.1	uc001glo.1	Tumor
uc001glo.1	uc001gln.1	Tumor
uc001glq.2	uc009wxc.2	Tumor
uc001glr.2	uc001glq.2	Tumor
uc001glr.2	uc009wxc.2	Tumor
uc001glz.2	uc010pnb.1	Tumor
uc001gma.2	uc001gmb.2	Tumor
uc001gma.2	uc010pnc.1	Tumor
uc001gmb.2	uc001gma.2	Tumor
uc001gmb.2	uc010pnc.1	Tumor
uc001gmd.2	uc010pnd.1	Tumor
uc001gmg.3	uc010pne.1	Tumor
uc001gmh.3	uc010pne.1	Tumor
uc001gmi.3	uc001gmh.3	Tumor
uc001gml.2	uc001gmm.2	Tumor
uc001gml.2	uc010pni.1	Tumor
uc001gml.2	uc010pnj.1	Tumor
uc001gml.2	uc010pnk.1	Tumor
uc001gmp.2	uc001gmo.2	Tumor
uc001gnj.2	uc009wxj.2	Tumor
uc001gnj.2	uc009wxk.2	Tumor
uc001gnn.2	uc001gnl.2	Tumor
uc001gnn.2	uc001gnm.2	Tumor
uc001gnt.2	uc001gnw.1	Tumor
uc001gnt.2	uc001gnx.1	Tumor
uc001gnt.2	uc009wxl.2	Tumor
uc001gnu.2	uc001gnx.1	Tumor
uc001gnv.2	uc001gnw.1	Tumor
uc001gnz.2	uc001gny.2	Tumor
uc001gnz.2	uc001goc.2	Immune&Stroma
uc001goc.2	uc001gnz.2	Tumor
uc001goi.2	uc009wxm.2	Tumor
uc001goi.2	uc009wxn.2	Tumor
uc001gok.2	uc001gol.1	Tumor
uc001gok.2	uc001gom.1	Tumor
uc001gom.1	uc001gok.2	Tumor
uc001goq.1	uc001gor.1	Tumor
uc001gor.1	uc001goq.1	Tumor
uc001gos.1	uc001gop.2	Tumor
uc001gos.1	uc001goq.1	Immune&Stroma
uc001gos.1	uc001gor.1	Tumor
uc001gpa.1	uc010pnt.1	Tumor
uc001gpd.1	uc010pnt.1	Tumor
uc001gpj.1	uc009wxz.1	Tumor
uc001gpp.3	uc009wyc.2	Tumor
uc001gpq.1	uc009wyc.2	Tumor
uc001gpq.1	uc010pny.1	Tumor
uc001gpr.2	uc001gpt.2	Tumor
uc001gpr.2	uc009wyd.2	Stroma
uc001gps.2	uc009wyd.2	Tumor
uc001gqb.1	uc009wye.1	Tumor
uc001gqc.1	uc001gqb.1	Tumor
uc001gqf.2	uc010poc.1	Tumor
uc001gqg.2	uc001gqf.2	Stroma
uc001gqg.2	uc010poc.1	Tumor
uc001gqh.2	uc001gqi.2	Tumor
uc001gqj.3	uc001gqk.3	Immune
uc001gqj.3	uc010pod.1	Immune
uc001gqj.3	uc010poe.1	Immune
uc001gqm.2	uc010poh.1	Tumor
uc001gqo.2	uc010poi.1	Tumor
uc001gqs.2	uc001gqp.2	Tumor
uc001gqs.2	uc001gqr.2	Tumor
uc001gqs.2	uc010poj.1	Tumor
uc001gqt.3	uc001gqu.3	Immune
uc001gqt.3	uc009wyg.2	Tumor
uc001gqu.3	uc001gqt.3	Tumor
uc001grc.1	uc001grd.1	Tumor
uc001grc.1	uc001gre.1	Tumor
uc001gre.1	uc001grc.1	Tumor
uc001grf.3	uc010pon.1	Tumor
uc001grg.3	uc001grh.3	Tumor
uc001grh.3	uc001grg.3	Tumor
uc001gri.2	uc001grl.2	Tumor
uc001grl.2	uc001gri.2	Tumor
uc001grl.2	uc001grj.2	Stroma
uc001grt.3	uc001gru.3	Tumor
uc001grw.2	uc010poq.1	Tumor
uc001grw.2	uc010por.1	Stroma
uc001gsb.2	uc009wyo.2	Tumor
uc001gsc.2	uc010pos.1	Tumor
uc001gse.1	uc010pot.1	Tumor
uc001gsj.2	uc001gsk.2	Tumor
uc001gsk.2	uc001gsj.2	Tumor
uc001gsm.2	uc001gsn.2	Tumor
uc001gsm.2	uc001gso.2	Tumor
uc001gsm.2	uc001gsq.2	Tumor
uc001gsm.2	uc010pov.1	Tumor
uc001gso.2	uc001gsm.2	Tumor
uc001gso.2	uc001gsp.2	Tumor
uc001gso.2	uc001gsq.2	Tumor
uc001gso.2	uc010pov.1	Tumor
uc001gsq.2	uc001gsp.2	Tumor
uc001gss.2	uc001gsu.1	Tumor
uc001gss.2	uc001gsx.1	Tumor
uc001gsv.1	uc001gsu.1	Tumor
uc001gsx.1	uc001gss.2	Tumor
uc001gsy.2	uc001gss.2	Tumor
uc001gsy.2	uc001gst.1	Tumor
uc001gsy.2	uc001gsu.1	Tumor
uc001gte.1	uc001gtg.1	Tumor
uc001gte.1	uc009wyt.1	Tumor
uc001gtf.1	uc009wyt.1	Tumor
uc001gtg.1	uc001gtf.1	Tumor
uc001gtg.1	uc009wyt.1	Tumor
uc001gth.1	uc009wyt.1	Tumor
uc001gti.3	uc001gtj.3	Tumor
uc001gti.3	uc009wyx.2	Tumor
uc001gtj.3	uc001gti.3	Tumor
uc001gtj.3	uc009wyw.2	Tumor
uc001gtj.3	uc009wyx.2	Tumor
uc001gtl.2	uc010poy.1	Tumor
uc001gtm.2	uc001gtn.2	Tumor
uc001gtq.1	uc001gtr.1	Tumor
uc001gtw.3	uc001gtv.2	Tumor
uc001gtz.2	uc010ppd.1	Tumor
uc001guf.3	uc001gue.3	Tumor
uc001guf.3	uc010ppf.1	Tumor
uc001gup.2	uc009wzd.2	Tumor
uc001gus.1	uc001guw.1	Immune
uc001gut.1	uc001gur.1	Immune
uc001gvc.2	uc001gvb.2	Tumor
uc001gvc.2	uc009wzh.2	Tumor
uc001gvc.2	uc010pph.1	Tumor
uc001gve.2	uc001gvf.1	Tumor
uc001gve.2	uc001gvg.1	Tumor
uc001gvk.2	uc001gvm.2	Stroma
uc001gvm.2	uc001gvk.2	Tumor
uc001gvo.2	uc010ppm.1	Tumor
uc001gvr.1	uc009wzl.1	Tumor
uc001gvy.2	uc001gvz.2	Tumor
uc001gvy.2	uc001gwa.2	Tumor
uc001gwc.2	uc001gwb.2	Tumor
uc001gwe.2	uc009wzm.2	Immune&Stroma
uc001gwi.2	uc001gwj.1	Tumor
uc001gwi.2	uc009wzt.1	Tumor
uc001gwk.1	uc009wzt.1	Tumor
uc001gwo.1	uc010ppq.1	Tumor
uc001gwq.2	uc009wzx.2	Tumor
uc001gws.2	uc010ppr.1	Tumor
uc001gwu.2	uc001gwv.1	Tumor
uc001gwu.2	uc001gwx.2	Tumor
uc001gwv.1	uc001gww.1	Tumor
uc001gwx.2	uc001gwu.2	Tumor
uc001gwx.2	uc001gww.1	Tumor
uc001gxb.2	uc010ppu.1	Stroma
uc001gxd.2	uc001gxe.2	Tumor
uc001gxf.2	uc001gxd.2	Tumor
uc001gxh.3	uc001gxi.3	Tumor
uc001gxm.1	uc001gxn.1	Tumor
uc001gxm.1	uc010ppv.1	Stroma
uc001gxm.1	uc010ppw.1	Tumor
uc001gxm.1	uc010ppx.1	Tumor
uc001gxo.1	uc010ppv.1	Tumor
uc001gxu.2	uc001gxv.2	Tumor
uc001gxu.2	uc001gxw.2	Tumor
uc001gxv.2	uc001gxu.2	Tumor
uc001gxv.2	uc001gxw.2	Tumor
uc001gxv.2	uc009xab.2	Tumor
uc001gxw.2	uc001gxv.2	Tumor
uc001gyn.1	uc001gym.1	Tumor
uc001gyo.1	uc001gym.1	Stroma
uc001gyq.3	uc001gyr.3	Tumor
uc001gyq.3	uc001gys.3	Tumor
uc001gyq.3	uc010pqd.1	Immune
uc001gyx.1	uc001gyu.1	Tumor
uc001gze.1	uc001gzf.1	Tumor
uc001gzf.1	uc010pqh.1	Tumor
uc001gzi.2	uc001gzj.2	Tumor
uc001gzi.2	uc001gzl.3	Tumor
uc001gzj.2	uc001gzi.2	Tumor
uc001gzn.2	uc001gzo.2	Tumor
uc001gzn.2	uc009xam.1	Tumor
uc001gzo.2	uc001gzn.2	Tumor
uc001gzq.2	uc009xap.1	Tumor
uc001gzs.2	uc001gzt.2	Tumor
uc001gzt.2	uc001gzs.2	Tumor
uc001gzw.2	uc001gzx.2	Tumor
uc001gzw.2	uc009xar.2	Tumor
uc001gzx.2	uc009xar.2	Tumor
uc001haa.2	uc001hab.2	Tumor
uc001hab.2	uc001haa.2	Tumor
uc001hab.2	uc010pql.1	Tumor
uc001hae.2	uc001had.2	Tumor
uc001haf.2	uc001had.2	Tumor
uc001ham.2	uc010pqq.1	Tumor
uc001han.3	uc001hao.3	Tumor
uc001hao.3	uc010pqs.1	Tumor
uc001has.1	uc001hat.1	Tumor
uc001hat.1	uc001has.1	Tumor
uc001haw.2	uc010pqv.1	Immune
uc001hba.2	uc001hbb.2	Tumor
uc001hba.2	uc009xbe.1	Tumor
uc001hba.2	uc010pqw.1	Tumor
uc001hbc.2	uc010pqw.1	Tumor
uc001hbe.1	uc001hbf.1	Tumor
uc001hbf.1	uc001hbe.1	Tumor
uc001hbf.1	uc009xbf.1	Tumor
uc001hbj.2	uc001hbo.1	Tumor
uc001hbj.2	uc010pqz.1	Tumor
uc001hbl.1	uc001hbh.2	Tumor
uc001hbl.1	uc001hbk.1	Tumor
uc001hbl.1	uc001hbn.1	Tumor
uc001hbl.1	uc001hbo.1	Tumor
uc001hbl.1	uc009xbh.1	Tumor
uc001hbl.1	uc010pqz.1	Tumor
uc001hbl.1	uc010prb.1	Tumor
uc001hbl.1	uc010prc.1	Tumor
uc001hbo.1	uc001hbn.1	Tumor
uc001hbr.2	uc001hbs.2	Tumor
uc001hbs.2	uc001hbr.2	Tumor
uc001hbu.1	uc001hbv.1	Tumor
uc001hbv.1	uc001hbu.1	Tumor
uc001hbv.1	uc010prd.1	Tumor
uc001hbv.1	uc010pre.1	Tumor
uc001hbw.2	uc001hbx.2	Tumor
uc001hbx.2	uc001hbw.2	Tumor
uc001hbz.1	uc001hca.2	Tumor
uc001hbz.1	uc001hcd.2	Tumor
uc001hbz.1	uc010prf.1	Tumor
uc001hca.2	uc001hbz.1	Tumor
uc001hcb.1	uc001hca.2	Tumor
uc001hcf.1	uc010prg.1	Tumor
uc001hcl.1	uc001hck.1	Tumor
uc001hcm.1	uc001hcl.1	Tumor
uc001hcm.1	uc001hcn.1	Tumor
uc001hcn.1	uc001hcm.1	Tumor
uc001hcq.2	uc001hcp.2	Tumor
uc001hcq.2	uc001hcr.2	Tumor
uc001hcq.2	uc001hct.2	Stroma
uc001hcq.2	uc009xbm.1	Tumor
uc001hcq.2	uc010prj.1	Tumor
uc001hct.2	uc001hcp.2	Tumor
uc001hcv.3	uc009xbn.2	Tumor
uc001hcv.3	uc010prk.1	Tumor
uc001hcv.3	uc010prl.1	Tumor
uc001hcy.1	uc001hcz.2	Stroma
uc001hda.1	uc010prp.1	Tumor
uc001hde.3	uc001hdf.3	Tumor
uc001hde.3	uc009xbp.2	Tumor
uc001hde.3	uc009xbq.2	Stroma
uc001hdf.3	uc009xbp.2	Tumor
uc001hdg.1	uc001hdh.1	Tumor
uc001hdh.1	uc001hdg.1	Immune&Stroma
uc001hdj.2	uc009xbr.2	Tumor
uc001hdm.2	uc001hdn.2	Tumor
uc001hdn.2	uc001hdm.2	Tumor
uc001hdq.2	uc001hdm.2	Tumor
uc001hdq.2	uc001hdn.2	Tumor
uc001hdq.2	uc001hdo.2	Tumor
uc001hdu.2	uc001hdv.2	Tumor
uc001hdu.2	uc010prs.1	Tumor
uc001hdv.2	uc010prs.1	Tumor
uc001hdx.2	uc001hdy.2	Stroma
uc001hdx.2	uc009xbt.2	Tumor
uc001hdx.2	uc010pru.1	Stroma
uc001hdy.2	uc010pru.1	Tumor
uc001hdz.1	uc001hea.1	Tumor
uc001hdz.1	uc009xbv.1	Tumor
uc001hea.1	uc001hdz.1	Tumor
uc001hed.2	uc001hef.2	Tumor
uc001hef.2	uc001hed.2	Stroma
uc001hef.2	uc001hee.2	Tumor
uc001heh.2	uc009xbw.2	Tumor
uc001hej.2	uc001hei.2	Tumor
uc001hej.2	uc001hek.2	Tumor
uc001hen.1	uc009xbx.2	Tumor
uc001hes.1	uc001heu.1	Tumor
uc001hes.1	uc001hew.1	Tumor
uc001het.1	uc001hes.1	Tumor
uc001het.1	uc001heu.1	Tumor
uc001het.1	uc001hev.1	Tumor
uc001het.1	uc001hew.1	Tumor
uc001heu.1	uc001hev.1	Tumor
uc001hev.1	uc001het.1	Tumor
uc001hew.1	uc001hes.1	Tumor
uc001hew.1	uc001het.1	Tumor
uc001hew.1	uc001heu.1	Tumor
uc001hex.1	uc001het.1	Tumor
uc001hey.2	uc010prz.1	Stroma
uc001hey.2	uc010psa.1	Tumor
uc001hey.2	uc010psb.1	Tumor
uc001hfa.3	uc001hfc.2	Tumor
uc001hfb.2	uc001hfa.3	Tumor
uc001hfb.2	uc001hfc.2	Tumor
uc001hfc.2	uc001hfa.3	Tumor
uc001hfc.2	uc001hfb.2	Tumor
uc001hfd.2	uc009xcb.1	Tumor
uc001hfe.1	uc001hff.1	Tumor
uc001hfg.2	uc001hfh.2	Tumor
uc001hfg.2	uc009xcc.2	Tumor
uc001hfg.2	uc010psd.1	Tumor
uc001hfh.2	uc001hfg.2	Tumor
uc001hfh.2	uc009xcc.2	Tumor
uc001hfh.2	uc010psd.1	Tumor
uc001hfj.2	uc001hfk.2	Tumor
uc001hfk.2	uc001hfi.2	Tumor
uc001hfl.2	uc001hfj.2	Tumor
uc001hfm.2	uc001hfi.2	Tumor
uc001hfm.2	uc001hfk.2	Tumor
uc001hfq.3	uc001hfp.3	Tumor
uc001hfq.3	uc009xcg.2	Tumor
uc001hfw.2	uc001hfv.2	Tumor
uc001hfw.2	uc009xch.2	Tumor
uc001hfw.2	uc009xci.1	Tumor
uc001hfx.2	uc001hfy.2	Tumor
uc001hfz.2	uc001hga.3	Tumor
uc001hga.3	uc001hfz.2	Tumor
uc001hga.3	uc001hgb.1	Tumor
uc001hgi.2	uc001hgg.2	Tumor
uc001hgi.2	uc001hgh.2	Tumor
uc001hgi.2	uc001hgl.2	Tumor
uc001hgi.2	uc001hgm.2	Tumor
uc001hgi.2	uc001hgp.2	Tumor
uc001hgm.2	uc001hgg.2	Tumor
uc001hgm.2	uc001hgi.2	Tumor
uc001hgm.2	uc001hgl.2	Tumor
uc001hgm.2	uc001hgp.2	Tumor
uc001hgw.1	uc010psj.1	Tumor
uc001hgy.2	uc001hgz.2	Tumor
uc001hgz.2	uc001hgy.2	Tumor
uc001hgz.2	uc001hha.3	Tumor
uc001hhd.2	uc001hhe.2	Tumor
uc001hhd.2	uc001hhf.3	Tumor
uc001hhe.2	uc001hhf.3	Tumor
uc001hhh.2	uc001hhg.2	Tumor
uc001hhh.2	uc009xco.2	Tumor
uc001hhj.2	uc001hhk.2	Tumor
uc001hhk.2	uc001hhj.2	Tumor
uc001hhq.1	uc009xct.1	Tumor
uc001hhq.1	uc010psm.1	Tumor
uc001hhr.1	uc009xcu.1	Tumor
uc001hhy.2	uc009xcw.2	Tumor
uc001hhz.3	uc001hia.3	Tumor
uc001hia.3	uc009xcy.2	Tumor
uc001hia.3	uc010psq.1	Tumor
uc001hib.2	uc001hic.2	Tumor
uc001hic.2	uc001hib.2	Tumor
uc001hif.2	uc001hie.2	Tumor
uc001hif.2	uc001hig.2	Tumor
uc001hif.2	uc009xcz.2	Tumor
