Normal_transcript	Tumor_transcript	Origin
uc003zzn.2	uc011lps.1	Tumor
uc003zzq.2	uc011lqh.1	Tumor
uc003zzt.1	uc003zzu.1	Tumor
uc003zzu.1	uc003zzt.1	Tumor
uc004aab.2	uc004aac.2	Tumor
uc004aab.2	uc004aad.2	Tumor
uc004aac.2	uc004aab.2	Tumor
uc004aad.2	uc004aab.2	Tumor
uc004aag.1	uc004aah.1	Tumor
uc004aag.1	uc011lqn.1	Tumor
uc004aah.1	uc004aag.1	Tumor
uc004aai.2	uc004aaj.2	Tumor
uc004aai.2	uc004aak.2	Tumor
uc004aai.2	uc011lqo.1	Tumor
uc004aai.2	uc011lqp.1	Tumor
uc004aai.2	uc011lqq.1	Tumor
uc004aak.2	uc011lqo.1	Tumor
uc004aal.2	uc010mly.1	Tumor
uc004aao.2	uc010mlz.2	Tumor
uc004aaq.1	uc004aar.1	Tumor
uc004aar.1	uc004aav.2	Tumor
uc004aav.2	uc004aaq.1	Tumor
uc004aav.2	uc004aar.1	Tumor
uc004aav.2	uc004aau.2	Tumor
uc004abj.2	uc004abi.2	Tumor
uc004abk.1	uc011lqs.1	Tumor
uc004abl.1	uc004abk.1	Tumor
uc004abn.2	uc004abo.3	Tumor
uc004abn.2	uc010mmh.2	Tumor
uc004abs.2	uc010mmn.1	Tumor
uc004aby.2	uc010mmq.1	Tumor
uc004aby.2	uc010mmr.1	Tumor
uc004aby.2	uc010mms.1	Tumor
uc004aca.3	uc011lqu.1	Tumor
uc004acg.2	uc004ach.2	Tumor
uc004ach.2	uc004acg.2	Tumor
uc004aed.1	uc004aee.1	Tumor
uc004afl.3	uc004afj.3	Tumor
uc004afl.3	uc004afk.3	Tumor
uc004afl.3	uc011lrf.1	Tumor
uc004afy.3	uc004age.2	Tumor
uc004afy.3	uc004agh.3	Tumor
uc004agb.3	uc004agi.3	Tumor
uc004agb.3	uc011lro.1	Tumor
uc004agd.1	uc004agh.3	Tumor
uc004agd.1	uc011lrm.1	Tumor
uc004age.2	uc004agb.3	Tumor
uc004agh.3	uc004agi.3	Tumor
uc004agu.2	uc011lrq.1	Tumor
uc004aha.2	uc004agz.2	Tumor
uc004aha.2	uc011lrr.1	Tumor
uc004ahb.1	uc010mom.1	Tumor
uc004ahe.2	uc011lrv.1	Tumor
uc004ahf.2	uc011lrs.1	Tumor
uc004ahi.2	uc004ahj.3	Tumor
uc004ahj.3	uc004ahi.2	Tumor
uc004ahl.2	uc010moq.2	Tumor
uc004ahm.2	uc004ahn.2	Tumor
uc004ahn.2	uc004ahm.2	Tumor
uc004ahr.2	uc011lry.1	Stroma
uc004ahw.2	uc004ahy.2	Tumor
uc004ahy.2	uc004aia.2	Tumor
uc004ahy.2	uc004aib.2	Tumor
uc004aia.2	uc004aig.2	Tumor
uc004aif.2	uc004aib.2	Tumor
uc004aik.2	uc011lrz.1	Tumor
uc004aik.2	uc011lsa.1	Tumor
uc004ain.2	uc004aio.2	Tumor
uc004ain.2	uc010mou.2	Tumor
uc004aiq.2	uc004air.2	Tumor
uc004aix.2	uc010mox.1	Tumor
uc004aix.2	uc010moy.1	Tumor
uc004aiy.2	uc004aiw.2	Tumor
uc004aiy.2	uc010moy.1	Tumor
uc004aiz.1	uc004ajc.1	Tumor
uc004ajd.2	uc011lsg.1	Tumor
uc004ajd.2	uc011lsh.1	Tumor
uc004ajh.2	uc004aji.2	Tumor
uc004aji.2	uc004ajh.2	Tumor
uc004ajk.1	uc004ajm.1	Tumor
uc004ajn.1	uc004ajj.1	Tumor
uc004ajn.1	uc004ajk.1	Tumor
uc004ajq.2	uc011lsi.1	Tumor
uc004ajr.3	uc004ajs.3	Tumor
uc004ajr.3	uc004ajt.3	Tumor
uc004ajr.3	uc004aju.2	Tumor
uc004ajs.3	uc004aju.2	Tumor
uc004ajv.3	uc004ajw.3	Tumor
uc004ajv.3	uc004ajx.3	Tumor
uc004ajz.2	uc004ajy.2	Tumor
uc004ajz.2	uc004aka.2	Tumor
uc004ajz.2	uc004akb.2	Tumor
uc004akf.3	uc010mpf.2	Tumor
uc004akf.3	uc010mpi.2	Tumor
uc004akp.3	uc004akq.3	Tumor
uc004akp.3	uc004akt.2	Tumor
uc004akr.2	uc004aks.2	Tumor
uc004aks.2	uc004akr.2	Tumor
uc004akw.2	uc011lso.1	Tumor
uc004aky.3	uc010mpp.2	Tumor
uc004akz.1	uc010mpp.2	Tumor
uc004ala.2	uc004alb.2	Tumor
uc004aly.2	uc011lsr.1	Tumor
uc004alz.2	uc004aly.2	Tumor
uc004alz.2	uc004amb.2	Tumor
uc004alz.2	uc011lsr.1	Tumor
uc004amb.2	uc004aly.2	Tumor
uc004amb.2	uc011lsr.1	Tumor
uc004ams.1	uc004amq.1	Tumor
uc004ams.1	uc004amr.1	Tumor
uc004amu.1	uc010mpv.1	Tumor
uc004amv.2	uc004amw.2	Tumor
uc004amw.2	uc004amv.2	Tumor
uc004amy.2	uc004amz.2	Tumor
uc004amz.2	uc004amy.2	Tumor
uc004amz.2	uc011lsu.1	Tumor
uc004ana.2	uc010mpw.2	Tumor
uc004ana.2	uc010mpx.2	Tumor
uc004anb.2	uc004anc.2	Tumor
uc004anf.3	uc004ang.3	Tumor
uc004anf.3	uc004anl.3	Tumor
uc004anf.3	uc011lsx.1	Tumor
uc004anh.3	uc004ang.3	Tumor
uc004anh.3	uc011lsx.1	Tumor
uc004anl.3	uc004and.3	Tumor
uc004anl.3	uc004anf.3	Tumor
uc004anl.3	uc004anh.3	Tumor
uc004anl.3	uc004ani.3	Tumor
uc004anl.3	uc004anm.3	Tumor
uc004anl.3	uc011lsw.1	Tumor
uc004anm.3	uc004anl.3	Tumor
uc004anm.3	uc011lsx.1	Tumor
uc004anp.3	uc004ans.3	Tumor
uc004ans.3	uc004anp.3	Tumor
uc004anu.1	uc010mpz.2	Tumor
uc004anu.1	uc011lsy.1	Tumor
uc004aob.1	uc004aoa.1	Tumor
uc004aoi.3	uc004aoj.3	Tumor
uc004aoj.3	uc004aoi.3	Tumor
uc004aol.2	uc004aom.2	Tumor
uc004aom.2	uc004aol.2	Tumor
uc004aon.2	uc004aoo.2	Tumor
uc004aoq.2	uc004aou.2	Tumor
uc004aoq.2	uc010mqe.2	Tumor
uc004aor.2	uc004aow.2	Tumor
uc004aos.2	uc011ltf.1	Tumor
uc004aph.2	uc004apj.2	Tumor
uc004aph.2	uc004apk.2	Tumor
uc004aph.2	uc004apl.2	Tumor
uc004aph.2	uc010mqh.2	Tumor
uc004api.2	uc004aph.2	Tumor
uc004api.2	uc004apj.2	Tumor
uc004api.2	uc004apk.2	Tumor
uc004api.2	uc004apl.2	Tumor
uc004api.2	uc010mqh.2	Tumor
uc004apl.2	uc004apk.2	Tumor
uc004apr.2	uc004aps.2	Tumor
uc004apr.2	uc004apt.2	Tumor
uc004apr.2	uc004apu.2	Tumor
uc004apu.2	uc004aps.2	Tumor
uc004apz.2	uc010mqk.2	Tumor
uc004aqa.2	uc011ltj.1	Tumor
uc004aqc.1	uc004aqd.2	Immune&Stroma
uc004aqd.2	uc004aqc.1	Tumor
uc004aqj.1	uc004aqk.1	Tumor
uc004aqj.1	uc010mqn.1	Tumor
uc004aqj.1	uc010mqo.1	Tumor
uc004aqp.1	uc004aql.2	Tumor
uc004aqp.1	uc004aqo.1	Tumor
uc004aqp.1	uc011ltm.1	Tumor
uc004aqz.2	uc004arb.2	Tumor
uc004aqz.2	uc004arc.2	Tumor
uc004ara.2	uc004aqy.2	Tumor
uc004ara.2	uc004aqz.2	Tumor
uc004arb.2	uc004aqz.2	Tumor
uc004arb.2	uc004ara.2	Tumor
uc004arb.2	uc004arc.2	Tumor
uc004arb.2	uc011ltr.1	Immune
uc004arb.2	uc011ltt.1	Tumor
uc004arc.2	uc004aqz.2	Tumor
uc004arf.3	uc004arg.3	Tumor
uc004arf.3	uc011ltu.1	Tumor
uc004arj.1	uc004ark.2	Tumor
uc004arl.1	uc004arn.1	Tumor
uc004arl.1	uc011ltv.1	Tumor
uc004art.1	uc010mqr.2	Tumor
uc004aru.3	uc004arr.1	Tumor
uc004aru.3	uc004ars.1	Tumor
uc004aru.3	uc004art.1	Tumor
uc004aru.3	uc010mqr.2	Stroma
uc004aru.3	uc010mqt.2	Tumor
uc004arv.2	uc004arw.2	Stroma
uc004arv.2	uc010mqw.2	Tumor
uc004arv.2	uc011ltw.1	Tumor
uc004ary.1	uc004arz.2	Tumor
uc004arz.2	uc004ary.1	Tumor
uc004asa.2	uc004asb.2	Tumor
uc004asa.2	uc011ltx.1	Tumor
uc004ase.1	uc010mqy.1	Stroma
uc004asg.2	uc004ash.2	Stroma
uc004asg.2	uc010mqz.1	Stroma
uc004asg.2	uc011lty.1	Stroma
uc004ash.2	uc004asi.2	Stroma
uc004ask.1	uc004asl.1	Tumor
uc004asl.1	uc004ask.1	Tumor
uc004aso.1	uc004asp.1	Tumor
uc004asr.3	uc004ass.2	Tumor
uc004ass.2	uc004asr.3	Tumor
uc004asu.1	uc004asv.1	Tumor
uc004asv.1	uc004asu.1	Tumor
uc004asv.1	uc011lub.1	Tumor
uc004asw.2	uc004ata.2	Tumor
uc004asx.2	uc004ata.2	Tumor
uc004asz.2	uc004asw.2	Tumor
uc004asz.2	uc004asx.2	Tumor
uc004asz.2	uc004ata.2	Tumor
uc004asz.2	uc011luc.1	Tumor
uc004atb.2	uc004atc.2	Tumor
uc004atd.2	uc004atf.2	Tumor
uc004atf.2	uc004atd.2	Tumor
uc004atj.2	uc011lud.1	Tumor
uc004atn.3	uc004ato.3	Tumor
uc004atn.3	uc004ats.3	Tumor
uc004atp.3	uc004atq.3	Tumor
uc004atp.3	uc004atr.3	Tumor
uc004atp.3	uc004ats.3	Tumor
uc004atp.3	uc004att.3	Tumor
uc004atq.3	uc004atn.3	Tumor
uc004ats.3	uc004att.3	Tumor
uc004att.3	uc004ats.3	Tumor
uc004atw.2	uc010mrg.2	Immune&Stroma
uc004aty.2	uc004atx.2	Tumor
uc004aty.2	uc004atz.2	Tumor
uc004aub.2	uc004auc.2	Tumor
uc004aud.2	uc010mrh.2	Tumor
uc004auf.1	uc004aug.1	Tumor
uc004auf.1	uc010mrj.1	Tumor
uc004auh.1	uc010mrj.1	Tumor
uc004aum.1	uc004aun.2	Tumor
uc004aum.1	uc004auo.2	Tumor
uc004aur.2	uc011luh.1	Immune&Stroma
uc004auw.3	uc010mrl.2	Tumor
uc004avd.2	uc004avc.2	Tumor
uc004avd.2	uc004ave.1	Tumor
uc004avd.2	uc011luk.1	Tumor
uc004ave.1	uc004ava.2	Tumor
uc004avk.3	uc004avl.3	Tumor
uc004avp.3	uc004avr.2	Tumor
uc004avp.3	uc004avs.2	Tumor
uc004avs.2	uc004avp.3	Tumor
uc004avs.2	uc004avr.2	Tumor
uc004awa.1	uc010msc.1	Tumor
uc004awc.2	uc004awd.2	Tumor
uc004awc.2	uc010mse.2	Tumor
uc004awc.2	uc010msf.2	Tumor
uc004awf.2	uc004awg.2	Tumor
uc004awi.2	uc004awk.2	Tumor
uc004awi.2	uc004awl.2	Tumor
uc004awn.1	uc004awo.1	Tumor
uc004awp.1	uc011lup.1	Tumor
uc004aws.2	uc004awr.1	Tumor
uc004awt.2	uc004awu.2	Tumor
uc004awt.2	uc010msi.2	Tumor
uc004axd.1	uc004axc.1	Tumor
uc004axg.1	uc004axh.1	Tumor
uc004axj.2	uc011lux.1	Tumor
uc004axj.2	uc011luy.1	Stroma
uc004axk.1	uc004axl.1	Tumor
uc004axl.1	uc004axk.1	Tumor
uc004axn.2	uc004axo.2	Tumor
uc004axy.2	uc004axz.2	Tumor
uc004axz.2	uc004axy.2	Tumor
uc004ayi.1	uc004ayj.1	Tumor
uc004ayi.1	uc011luz.1	Tumor
uc004ayi.1	uc011lva.1	Tumor
uc004ayk.2	uc004aym.2	Tumor
uc004aym.2	uc004ayk.2	Tumor
uc004aym.2	uc004ayl.2	Tumor
uc004ayp.2	uc011lvb.1	Tumor
uc004ayu.2	uc004ayt.2	Tumor
uc004ayu.2	uc004ayv.1	Tumor
uc004ayu.2	uc004ayx.1	Tumor
uc004ayu.2	uc004ayy.1	Tumor
uc004ayw.1	uc004ayt.2	Tumor
uc004ayw.1	uc004ayv.1	Tumor
uc004ayw.1	uc004ayy.1	Tumor
uc004aze.2	uc004azd.2	Tumor
uc004azf.2	uc004azg.2	Stroma
uc004bae.2	uc004bai.2	Tumor
uc004baf.1	uc004bae.2	Tumor
uc004baf.1	uc004bai.2	Tumor
uc004bai.2	uc004baf.1	Tumor
uc004bal.3	uc004bak.2	Tumor
uc004bal.3	uc011lvd.1	Tumor
uc004bao.1	uc004bap.1	Tumor
uc004bao.1	uc004baq.1	Tumor
uc004bao.1	uc011lve.1	Tumor
uc004bap.1	uc004bar.1	Tumor
uc004bap.1	uc010mtb.1	Tumor
uc004bar.1	uc011lve.1	Tumor
uc004bas.2	uc011lvf.1	Tumor
uc004bay.1	uc004baz.1	Stroma
uc004baz.1	uc004bay.1	Tumor
uc004bbb.2	uc010mtc.2	Tumor
uc004bbb.2	uc011lvi.1	Tumor
uc004bbc.2	uc010mtc.2	Tumor
uc004bbd.3	uc010mtd.2	Tumor
uc004bbg.1	uc004bbh.1	Tumor
uc004bbg.1	uc011lvk.1	Tumor
uc004bbh.1	uc011lvk.1	Tumor
uc004bbi.1	uc004bbg.1	Tumor
uc004bbi.1	uc004bbh.1	Tumor
uc004bbi.1	uc011lvk.1	Tumor
uc004bbo.1	uc004bbp.1	Tumor
uc004bbo.1	uc004bbq.1	Tumor
uc004bbp.1	uc004bbo.1	Tumor
uc004bch.1	uc011lvt.1	Tumor
uc004bch.1	uc011lvu.1	Tumor
uc004bci.2	uc004bcj.1	Tumor
uc004bcl.2	uc004bcm.2	Tumor
uc004bco.1	uc004bcn.2	Tumor
uc004bcq.2	uc004bcp.2	Tumor
uc004bcq.2	uc011lvv.1	Tumor
uc004bcq.2	uc011lvw.1	Tumor
uc004bcs.2	uc004bcr.2	Tumor
uc004bcu.1	uc010mtn.1	Tumor
uc004bcz.2	uc004bdb.1	Tumor
uc004bcz.2	uc010mto.2	Tumor
uc004bdg.2	uc004bdf.1	Tumor
uc004bdg.2	uc004bdh.2	Tumor
uc004bdm.3	uc004bdk.2	Tumor
uc004bdm.3	uc004bdl.2	Tumor
uc004bdm.3	uc010mtp.2	Tumor
uc004bdm.3	uc010mtq.2	Tumor
uc004bdm.3	uc011lwc.1	Tumor
uc004bdn.2	uc010mtr.2	Tumor
uc004bdo.1	uc004bdq.1	Tumor
uc004bdo.1	uc010mts.1	Stroma
uc004bdp.1	uc010mts.1	Tumor
uc004bdr.3	uc004bds.3	Tumor
uc004bdr.3	uc004bdt.3	Tumor
uc004bds.3	uc004bdr.3	Tumor
uc004bea.2	uc004bdz.1	Tumor
uc004bed.2	uc011lwd.1	Immune&Stroma
uc004bed.2	uc011lwe.1	Tumor
uc004bed.2	uc011lwg.1	Tumor
uc004bed.2	uc011lwh.1	Tumor
uc004bef.2	uc004beg.2	Tumor
uc004bef.2	uc004beh.3	Tumor
uc004beg.2	uc004bef.2	Tumor
uc004beg.2	uc004beh.3	Tumor
uc004beh.3	uc004bef.2	Tumor
uc004beh.3	uc004beg.2	Tumor
uc004bej.3	uc004bek.3	Tumor
uc004bem.2	uc011lwj.1	Tumor
uc004bey.2	uc004bez.1	Tumor
uc004bfa.2	uc011lwm.1	Tumor
uc004bfa.2	uc011lwo.1	Tumor
uc004bfh.2	uc004bfi.3	Tumor
uc004bfi.3	uc004bfh.2	Tumor
uc004bfl.2	uc004bfm.2	Tumor
uc004bfm.2	uc004bfl.2	Tumor
uc004bfp.2	uc011lws.1	Tumor
uc004bfq.2	uc010mug.2	Tumor
uc004bfs.1	uc010mug.2	Tumor
uc004bfu.2	uc010muj.2	Tumor
uc004bfw.2	uc004bfz.2	Tumor
uc004bfy.2	uc011lwu.1	Tumor
uc004bfz.2	uc011lwu.1	Tumor
uc004bga.1	uc004bgb.1	Tumor
uc004bga.1	uc004bgc.1	Tumor
uc004bga.1	uc011lwv.1	Stroma
uc004bga.1	uc011lww.1	Tumor
uc004bgf.1	uc011lwx.1	Tumor
uc004bgg.2	uc010muk.2	Tumor
uc004bgj.3	uc004bgi.3	Tumor
uc004bgm.1	uc011lwz.1	Tumor
uc004bgm.1	uc011lxa.1	Tumor
uc004bgr.2	uc011lxc.1	Tumor
uc004bgs.2	uc004bgr.2	Tumor
uc004bgs.2	uc004bgt.2	Tumor
uc004bgs.2	uc010muu.1	Tumor
uc004bgs.2	uc011lxc.1	Tumor
uc004bgx.2	uc004bgy.2	Tumor
uc004bgy.2	uc004bgx.2	Tumor
uc004bgz.2	uc004bha.2	Tumor
uc004bha.2	uc004bgz.2	Tumor
uc004bhd.2	uc004bhc.2	Tumor
uc004bhd.2	uc004bhe.2	Tumor
uc004bhe.2	uc004bhc.2	Tumor
uc004bhe.2	uc004bhd.2	Tumor
uc004bhe.2	uc004bhf.2	Tumor
uc004bhg.3	uc010muw.2	Tumor
uc004bhj.2	uc004bhi.1	Tumor
uc004bhj.2	uc004bhk.2	Tumor
uc004bhk.2	uc004bhi.1	Tumor
uc004bhk.2	uc004bhj.2	Tumor
uc004bho.3	uc004bhp.2	Tumor
uc004bhp.2	uc004bho.3	Tumor
uc004bhr.2	uc004bhu.2	Tumor
uc004bhu.2	uc004bhr.2	Tumor
uc004bhy.1	uc004bhr.2	Tumor
uc004bia.2	uc004bhr.2	Tumor
uc004bia.2	uc004bhs.2	Tumor
uc004bia.2	uc004bht.2	Tumor
uc004bia.2	uc004bhu.2	Tumor
uc004bia.2	uc004bhw.2	Tumor
uc004bia.2	uc004bhy.1	Tumor
uc004bia.2	uc011lxh.1	Stroma
uc004bic.2	uc011lxi.1	Tumor
uc004bic.2	uc011lxj.1	Tumor
uc004bie.3	uc010mvc.1	Tumor
uc004bif.2	uc004big.2	Tumor
uc004bik.3	uc011lxo.1	Tumor
uc004bin.3	uc004bip.3	Tumor
uc004bio.3	uc004bip.3	Tumor
uc004biq.3	uc004bis.3	Tumor
uc004bir.3	uc004bin.3	Tumor
uc004bir.3	uc004biq.3	Tumor
uc004bis.3	uc010mve.2	Tumor
uc004biy.3	uc004bix.2	Tumor
uc004biy.3	uc004biz.3	Tumor
uc004bjd.3	uc004bje.3	Tumor
uc004bjd.3	uc004bjf.3	Tumor
uc004bjg.2	uc004bjh.2	Tumor
uc004bjh.2	uc004bjg.2	Tumor
uc004bjn.2	uc011lxq.1	Stroma
uc004bjo.1	uc011lxt.1	Tumor
uc004bjv.1	uc004bjq.1	Tumor
uc004bjv.1	uc011lxr.1	Tumor
uc004bjv.1	uc011lxt.1	Tumor
uc004bjw.2	uc004bjx.2	Tumor
uc004bjx.2	uc004bjw.2	Tumor
uc004bjz.2	uc004bka.2	Tumor
uc004bjz.2	uc004bkb.2	Tumor
uc004bka.2	uc004bkb.2	Tumor
uc004bkc.2	uc004bkd.2	Tumor
uc004bkf.2	uc004bke.2	Tumor
uc004bkf.2	uc010mvi.2	Tumor
uc004bkg.2	uc011lxy.1	Tumor
uc004bkl.1	uc004bkm.1	Tumor
uc004bkl.1	uc004bkn.2	Tumor
uc004bkm.1	uc004bkl.1	Tumor
uc004bko.2	uc011lye.1	Tumor
uc004bkq.2	uc004bkp.2	Tumor
uc004bks.1	uc004bkr.2	Tumor
uc004bku.1	uc010mvl.1	Tumor
uc004bkv.2	uc010mvm.1	Tumor
uc004bkx.1	uc004bla.1	Tumor
uc004bky.1	uc004bla.1	Tumor
uc004bky.1	uc010mvp.1	Tumor
uc004bla.1	uc004bky.1	Tumor
uc004bla.1	uc010mvp.1	Tumor
uc004blb.1	uc004bky.1	Tumor
uc004blb.1	uc010mvp.1	Tumor
uc004ble.1	uc010mvv.1	Tumor
uc004ble.1	uc011lyh.1	Tumor
uc004ble.1	uc011lyj.1	Tumor
uc004blf.1	uc011lyj.1	Tumor
uc004blh.2	uc004bli.2	Immune&Stroma
uc004bli.2	uc004blh.2	Tumor
uc004blp.2	uc004bln.2	Tumor
uc004blr.2	uc011lyl.1	Tumor
uc004blr.2	uc011lym.1	Tumor
uc004blt.1	uc004blu.1	Tumor
uc004blu.1	uc004blt.1	Tumor
uc004blw.2	uc011lyo.1	Tumor
uc004blx.3	uc004bly.3	Tumor
uc004bly.3	uc004blx.3	Tumor
uc004bma.2	uc010mvy.2	Tumor
uc004bmb.2	uc004bme.2	Tumor
uc004bmg.1	uc004bmf.1	Tumor
uc004bmg.1	uc004bmh.1	Tumor
uc004bmg.1	uc011lys.1	Tumor
uc004bmg.1	uc011lyt.1	Tumor
uc004bmz.1	uc004bna.2	Tumor
uc004bnk.2	uc004bnj.2	Tumor
uc004bnv.2	uc004bnr.2	Tumor
uc004bnv.2	uc004bns.2	Tumor
uc004bnz.1	uc004boa.1	Tumor
uc004bnz.1	uc004bob.1	Tumor
uc004bnz.1	uc010mwh.1	Tumor
uc004boa.1	uc004bob.1	Tumor
uc004bob.1	uc004boa.1	Tumor
uc004boe.1	uc010mwi.1	Tumor
uc004bog.2	uc010mwk.2	Tumor
uc004boh.2	uc004boi.2	Tumor
uc004boq.1	uc004bor.1	Tumor
uc004boq.1	uc010mwq.1	Tumor
uc004bor.1	uc004boq.1	Tumor
uc004bor.1	uc010mwq.1	Tumor
uc004bov.2	uc004bow.2	Stroma
uc004bov.2	uc010mwr.1	Tumor
uc004bow.2	uc004bov.2	Tumor
uc004bpc.2	uc010mws.2	Tumor
uc004bpd.2	uc004bpe.2	Tumor
uc004bpe.2	uc004bpd.2	Tumor
uc004bpe.2	uc010mwu.2	Tumor
uc004bpg.3	uc010mwv.2	Tumor
uc004bpg.3	uc010mww.2	Tumor
uc004bpg.3	uc011lzr.1	Tumor
uc004bpi.2	uc004bpk.2	Tumor
uc004bpi.2	uc004bpm.2	Tumor
uc004bpk.2	uc004bpj.2	Tumor
uc004bpk.2	uc004bpl.1	Tumor
uc004bpl.1	uc004bpj.2	Tumor
uc004bpp.2	uc004bpt.2	Tumor
uc004bpr.2	uc004bps.2	Tumor
uc004bpr.2	uc004bpt.2	Tumor
uc004bpt.2	uc004bpr.2	Tumor
uc004bpv.2	uc004bpu.2	Tumor
uc004bpv.2	uc004bpw.2	Tumor
uc004bpv.2	uc004bpx.2	Tumor
uc004bpv.2	uc004bpy.2	Tumor
uc004bpv.2	uc004bqa.2	Stroma
uc004bpv.2	uc011lzt.1	Tumor
uc004bpv.2	uc011lzu.1	Tumor
uc004bpv.2	uc011lzv.1	Tumor
uc004bpw.2	uc004bqa.2	Tumor
uc004bpw.2	uc011lzv.1	Tumor
uc004bpy.2	uc004bqa.2	Tumor
uc004bpy.2	uc011lzt.1	Tumor
uc004bpy.2	uc011lzv.1	Tumor
uc004bqa.2	uc004bpy.2	Tumor
uc004bqb.2	uc004bqc.2	Tumor
uc004bqb.2	uc004bqe.2	Tumor
uc004bqb.2	uc011lzw.1	Tumor
uc004bqb.2	uc011lzx.1	Tumor
uc004bqc.2	uc004bqe.2	Tumor
uc004bqi.2	uc004bqj.2	Tumor
uc004bqi.2	uc011maa.1	Tumor
uc004bqj.2	uc004bqi.2	Tumor
uc004bql.2	uc010mxf.2	Tumor
uc004bqo.1	uc004bqq.3	Tumor
uc004bqo.1	uc011mac.1	Tumor
uc004bqr.1	uc010mxg.1	Immune&Stroma
uc004bqu.2	uc004bqv.2	Tumor
uc004bqu.2	uc010mxj.2	Tumor
uc004bqw.3	uc011mag.1	Tumor
uc004brb.1	uc004brd.1	Tumor
uc004brb.1	uc004bre.1	Tumor
uc004brb.1	uc004brg.1	Tumor
uc004brb.1	uc010mxk.1	Tumor
uc004brc.1	uc004brg.1	Tumor
uc004brd.1	uc004brb.1	Tumor
uc004brh.2	uc004bri.2	Tumor
uc004brh.2	uc004brj.3	Tumor
uc004bri.2	uc004brh.2	Tumor
uc004brn.1	uc010mxl.1	Tumor
uc004brr.1	uc010mxn.1	Tumor
uc004brr.1	uc011mai.1	Tumor
uc004brs.3	uc004brt.3	Tumor
uc004brs.3	uc004bru.3	Tumor
uc004brs.3	uc004brv.3	Tumor
uc004brs.3	uc004brx.1	Tumor
uc004bru.3	uc004brv.3	Tumor
uc004bru.3	uc004brw.3	Tumor
uc004bru.3	uc011maj.1	Tumor
uc004bry.2	uc004bsc.2	Tumor
uc004brz.3	uc004bsc.2	Tumor
uc004bsa.2	uc011mak.1	Tumor
uc004bsf.1	uc004bsh.1	Tumor
uc004bsg.1	uc004bsh.1	Tumor
uc004bsg.1	uc004bsi.1	Tumor
uc004bsg.1	uc011mal.1	Tumor
uc004bsi.1	uc004bsg.1	Tumor
uc004bsj.3	uc011mam.1	Immune&Stroma
uc004bso.1	uc004bsq.1	Tumor
uc004bso.1	uc004bsr.2	Tumor
uc004bso.1	uc011man.1	Tumor
uc004bss.2	uc004bst.2	Tumor
uc004bst.2	uc004bss.2	Tumor
uc004bsu.2	uc011mao.1	Tumor
uc004bsx.1	uc004bsw.1	Tumor
uc004bsz.2	uc004bta.2	Tumor
uc004bta.2	uc004bsz.2	Tumor
uc004bte.2	uc004btc.2	Tumor
uc004btf.2	uc004btb.2	Tumor
uc004bti.2	uc004btk.2	Tumor
uc004btj.2	uc004bti.2	Tumor
uc004btl.2	uc004btm.2	Tumor
uc004bto.1	uc011map.1	Tumor
uc004bts.2	uc004btt.2	Tumor
uc004btt.2	uc004btr.2	Tumor
uc004btt.2	uc004bts.2	Tumor
uc004btt.2	uc004btw.2	Tumor
uc004btt.2	uc011mar.1	Tumor
uc004buc.1	uc004bud.3	Tumor
uc004bud.3	uc004buc.1	Tumor
uc004bul.1	uc004bum.1	Tumor
uc004but.2	uc004buu.2	Stroma
uc004buu.2	uc004but.2	Tumor
uc004buv.2	uc004buw.2	Tumor
uc004bva.2	uc004bvc.2	Tumor
uc004bvb.2	uc004bva.2	Tumor
uc004bvj.2	uc010myd.2	Tumor
uc004bvl.3	uc004bvn.3	Tumor
uc004bvm.3	uc004bvl.3	Tumor
uc004bvn.3	uc004bvl.3	Tumor
uc004bvn.3	uc004bvm.3	Tumor
uc004bvq.1	uc004bvr.1	Tumor
uc004bvu.3	uc004bvt.3	Tumor
uc004bvu.3	uc011mbj.1	Immune
uc004bwd.2	uc004bwe.2	Tumor
uc004bwd.2	uc010mym.2	Tumor
uc004bwe.2	uc004bwd.2	Tumor
uc004bwf.2	uc004bwh.2	Tumor
uc004bwg.2	uc010myo.2	Tumor
uc004bwh.2	uc010myo.2	Tumor
uc004bwi.2	uc004bwg.2	Tumor
uc004bwi.2	uc004bwk.2	Tumor
uc004bwj.2	uc011mbl.1	Tumor
uc004bwl.3	uc010myp.2	Tumor
uc004bwo.2	uc004bwm.2	Tumor
uc004bwo.2	uc004bwn.2	Tumor
uc004bwp.2	uc004bwn.2	Tumor
uc004bwv.2	uc004bww.2	Tumor
uc004bxa.2	uc004bwy.2	Tumor
uc004bxa.2	uc004bwz.2	Tumor
uc004bxa.2	uc004bxb.2	Immune&Stroma
uc004bxa.2	uc011mbn.1	Tumor
uc004bxb.2	uc004bxa.2	Tumor
uc004bxc.2	uc004bxd.2	Tumor
uc004bxc.2	uc004bxf.2	Tumor
uc004bxd.2	uc004bxf.2	Tumor
uc004bxf.2	uc004bxc.2	Tumor
uc004bxg.2	uc004bxh.2	Tumor
uc004bxg.2	uc004bxk.3	Tumor
uc004bxh.2	uc004bxg.2	Tumor
uc004bxk.3	uc004bxg.2	Tumor
uc004bxm.1	uc004bxq.2	Tumor
uc004bxn.1	uc004bxl.1	Tumor
uc004bxn.1	uc004bxq.2	Tumor
uc004bxn.1	uc010mys.1	Tumor
uc004bxp.2	uc004bxl.1	Tumor
uc004bxp.2	uc004bxn.1	Tumor
